Time,L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd
2.384185791015625e-06,30.72172305,-3.95861585,-19.5595911590391,-101.115949099103,0.0041514177158049935,0.012287803299198043
0.026498794555664062,30.62159235,-4.45812441,-21.2605208021564,-99.3171954694834,0.019012884693081898,0.05641842942131961
0.05498552322387695,30.52580818,-4.9221616,-22.7030702191262,-97.3915078908752,0.04363135676950745,0.13130067164868298
0.07831478118896484,30.38857908,-5.42303301,-23.8835793937651,-95.3463949445114,0.07154871586830247,0.22301759704182478
0.10184311866760254,30.26188414,-5.89090576,-24.7985012613931,-93.1900580060889,0.09722898199487472,0.32224855594236446
0.125396728515625,30.11914039,-6.36819661,-25.444739140841,-90.9312104116244,0.11684848303685513,0.4225233316655782
0.15224599838256836,29.97873142,-6.82168542,-25.8199937539801,-88.578871068253,0.12859244098051645,0.5190429167282916
0.17928719520568848,29.83813601,-7.26170002,-25.9231075103431,-86.1421343202561,0.1323276174089555,0.6080680408135616
0.20611858367919922,29.69530586,-7.69297703,-25.7543947081128,-83.6299189894004,0.129103410032166,0.6867015266469014
0.2333667278289795,29.60646323,-8.06127045,-25.3159476121859,-81.0507006698439,0.12063309109919162,0.7528564250339862
0.26070547103881836,29.42684934,-8.51471681,-24.6119098952238,-78.4122325211617,0.10883864505901863,0.8052840883003299
0.2883765697479248,29.30229238,-8.90651104,-23.6487105602259,-75.7212609205387,0.09551382033051278,0.8435614967454438
0.3165547847747803,29.18678927,-9.28323812,-22.4352531184684,-72.9832433798694,0.08212432893621185,0.8679966695022607
0.3439359664916992,29.11519472,-9.60873847,-20.983056405619,-70.2020770901368,0.069715336248572,0.8794901794710859
0.3707265853881836,28.98089137,-9.99378027,-19.3063449005503,-67.3798472559722,0.0588923815928745,0.8793964999934183
0.3977055549621582,28.89347347,-10.3265236,-17.4220876963001,-64.5166049540152,0.049860106752727895,0.8693897297781459
0.424760103225708,28.81940638,-10.64046832,-15.3499863225612,-61.6101845205271,0.0424987936190657,0.8513166652976525
0.4516167640686035,28.75614864,-10.93746725,-13.112412427545,-58.65607038039,0.03645394444804175,0.8270564638184812
0.4788196086883545,28.7031968,-11.21767155,-10.7342969089309,-55.6473227269337,0.031227947576506022,0.7984073621385239
0.506505012512207,28.66222939,-11.47880227,-8.24297245284496,-52.5745704889174,0.026266745599878783,0.7669989704854474
0.5350821018218994,28.6554083,-11.71601079,-5.66797162671519,-49.426078538264,0.021032696295361277,0.7342296198504166
0.5634725093841553,28.61451757,-11.94545293,-3.04078273649349,-46.1878941119708,0.015057169272123494,0.7012284032829522
0.5911259651184082,28.60566746,-12.15808002,-0.394565683153737,-42.8440749919616,0.007975507177068275,0.6688410813108484
0.6193292140960693,28.61069535,-12.34886158,2.23616986991155,-39.376999196664,-0.0004486906862070983,0.637633296340206
0.6468355655670166,28.62329097,-12.52514256,4.81592149906336,-35.7677529147104,-0.010314714148870275,0.6079077715498731
0.6702079772949219,28.65607353,-12.68154797,7.30858329084792,-31.9965902818944,-0.021588168547492206,0.579731801259305
0.693655252456665,28.68602589,-12.81720095,9.67786391627585,-28.0434555115557,-0.034110824210212276,0.5529692038769529
0.7188389301300049,28.74114587,-12.95021279,11.8877293188571,-23.8885549806652,-0.047614562694536094,0.5273150730182169
0.7420849800109863,28.79184368,-13.04415753,13.9028649671189,-19.5129642875294,-0.06173781522512048,0.5023288023693123
0.7655434608459473,28.85964823,-13.12837682,15.6891516689402,-14.8992531750309,-0.0760447191440165,0.47746434710876606
0.7889676094055176,28.93611909,-13.19327518,17.2141479491384,-10.0321096748376,-0.09004209643538899,0.45210149980188785
0.8131535053253174,29.02418659,-13.2348826,18.4475710178434,-4.89894397361174,-0.10319603949204455,0.42557278933688325
0.8364698886871338,29.10839995,-13.2759577,19.3617674834644,0.509547590413563,-0.11494998018706992,0.3971857353555867
0.8599681854248047,29.20076753,-13.26972789,19.9321642704459,6.19887728536226,-0.12473927456867409,0.3662434160089279
0.8833162784576416,29.32646552,-13.21214652,20.1376897628419,12.1703368839808,-0.13199853942815198,0.33206208312763824
0.9066417217254639,29.42747632,-13.15343427,19.9611550762985,18.4206598568703,-0.13617916390174453,0.2939861253979341
0.9300897121429443,29.50712996,-13.09424424,19.3895856058901,24.9417871563731,-0.13676553040689574,0.2514095122418722
