time,hip_flexion_power_r,hip_adduction_power_r,hip_rotation_power_r,hip_flexion_power_l,hip_adduction_power_l,hip_rotation_power_l,knee_power_r,knee_power_l,ankle_power_r,subtalar_power_r,ankle_power_l,subtalar_power_l
35.235,NaN,NaN,NaN,0.148948364081586,-1.15816464289457,NaN,NaN,-0.0283226760583453,NaN,NaN,0.0121624292534182,0.00679040601725439
35.24,NaN,NaN,NaN,0.20407849560312,-1.19401960408221,NaN,NaN,-0.0869311040294578,NaN,NaN,0.0179218009963666,0.00414420680157699
35.245,NaN,NaN,NaN,0.259692771157733,-1.22616534681677,NaN,NaN,-0.132184827121077,NaN,NaN,0.0175568770069634,0.00194638577773274
35.25,NaN,NaN,NaN,0.315290077024058,-1.25461611016938,NaN,NaN,-0.164272747917898,NaN,NaN,0.0101588880107679,0.000282672888237707
35.255,NaN,NaN,NaN,0.370447901096565,-1.27939073343152,NaN,NaN,-0.183892633224117,NaN,NaN,-0.00486778969672844,-0.000784883328678457
35.26,NaN,NaN,NaN,0.424813707653475,-1.3005017878385,NaN,NaN,-0.192153383173287,NaN,NaN,-0.0277598111095223,-0.00122025311908359
35.265,NaN,NaN,NaN,0.478090556263337,-1.3179460122556,NaN,NaN,-0.190467678545026,NaN,NaN,-0.0583707033733812,-0.00101451810639176
35.27,NaN,NaN,NaN,0.530019179714594,-1.33169646372555,NaN,NaN,-0.180442969869727,NaN,NaN,-0.0961700610814752,-0.000185684274683742
35.275,NaN,NaN,NaN,0.580358919530494,-1.34169680822316,NaN,NaN,-0.163777783726047,NaN,NaN,-0.140266083161853,0.00122275490588885
35.28,NaN,NaN,NaN,0.628869852839949,-1.34785816766716,NaN,NaN,-0.142168934149131,NaN,NaN,-0.189449772676427,0.0031444122832444
35.285,NaN,NaN,NaN,0.675298153297654,-1.35005889337671,NaN,NaN,-0.117233616473124,NaN,NaN,-0.242257626462702,0.00549360643271319
35.29,NaN,NaN,NaN,0.719366255298893,-1.34814754475581,NaN,NaN,-0.0904486973591336,NaN,NaN,-0.297048432515265,0.00816976505394838
35.295,NaN,NaN,NaN,0.760768794470893,-1.34194921147811,NaN,NaN,-0.0631079467135535,NaN,NaN,-0.352088953926262,0.0110623915809765
35.3,NaN,NaN,NaN,0.79917464627095,-1.331275130929,NaN,NaN,-0.0362966004824686,NaN,NaN,-0.405642858524583,0.0140563287050657
35.305,NaN,NaN,NaN,0.834234746864678,-1.31593532997441,NaN,NaN,-0.0108815749100495,NaN,NaN,-0.456057264915314,0.0170370423253606
35.31,NaN,NaN,NaN,0.865594817996797,-1.29575377781749,NaN,NaN,0.0124850900345087,NaN,NaN,-0.501841693788194,0.0198956553244468
35.315,NaN,NaN,NaN,0.892911679610792,-1.27058529714877,NaN,NaN,0.0333523969992612,NaN,NaN,-0.541734981612288,0.0225334821431393
35.32,NaN,NaN,NaN,0.915871553017738,-1.24033326931658,NaN,NaN,0.0514491258038439,NaN,NaN,-0.574756750812538,0.0248658509105498
35.325,NaN,NaN,NaN,0.934208647579669,-1.20496701172977,NaN,NaN,0.0666579672703486,NaN,NaN,-0.600241239265978,0.0268250473653303
35.33,NaN,NaN,NaN,0.947722381030912,-1.16453762485888,NaN,NaN,0.0789875753896937,NaN,NaN,-0.617852569664528,0.0283622706697576
35.335,NaN,NaN,NaN,0.956291787306053,-1.11919111800272,NaN,NaN,0.0885446259547139,NaN,NaN,-0.627581786524691,0.029448551637832
35.34,NaN,NaN,NaN,0.959885983527911,-1.0691777347262,NaN,NaN,0.0955074820541296,NaN,NaN,-0.629727117362966,0.030074644854921
35.345,NaN,NaN,NaN,0.958569959142984,-1.01485660712161,NaN,NaN,0.100102575593748,NaN,NaN,-0.624859853684376,0.030249963760471
35.35,NaN,NaN,NaN,0.952505371679411,-0.956695158838611,NaN,NaN,0.102584160588032,NaN,NaN,-0.613778946465098,0.0300006784958263
35.355,NaN,NaN,NaN,0.941946443686333,-0.89526302701973,NaN,NaN,0.103217706346853,NaN,NaN,-0.597457841717818,0.0293671373160274
35.36,NaN,NaN,NaN,0.927231418024011,-0.831220652551613,NaN,NaN,0.102266891967794,NaN,NaN,-0.576987238587201,0.02840080153308
35.365,NaN,NaN,NaN,0.908770316467801,-0.765303062589057,NaN,NaN,0.0999839416735612,NaN,NaN,-0.553517349750446,0.0271609000575833
35.37,NaN,NaN,NaN,0.887029942971963,-0.698299705885472,NaN,NaN,0.0966028987910457,NaN,NaN,-0.528202913709308,0.0257110122651678
35.375,NaN,NaN,NaN,0.862517171926378,-0.631031470625681,NaN,NaN,0.0923353638416364,NaN,NaN,-0.502153696062398,0.02411577759326
35.38,NaN,NaN,NaN,0.835761567461756,-0.564326194098893,NaN,NaN,0.087368205278702,NaN,NaN,-0.476392576177581,0.0224379082224501
35.385,NaN,NaN,NaN,0.807298304580897,-0.498994050801,NaN,NaN,0.0818627748590564,NaN,NaN,-0.451822604979326,0.0207356493483755
35.39,NaN,NaN,NaN,0.777652224574606,-0.435804177703109,NaN,NaN,0.0759552092989554,NaN,NaN,-0.4292036962306,0.0190607923556152
35.395,NaN,NaN,NaN,0.747323677329944,-0.375463769964091,NaN,NaN,0.0697574636509417,NaN,NaN,-0.409138930548137,0.0174573024496796
35.4,NaN,NaN,NaN,0.716776603740471,-0.318600673134146,NaN,NaN,0.0633587902769938,NaN,NaN,-0.392069853097658,0.0159605769128374
35.405,NaN,NaN,NaN,0.68642911276741,-0.265750230829639,NaN,NaN,0.0568274436865628,NaN,NaN,-0.378279666627654,0.0145973060646426
35.41,NaN,NaN,NaN,0.656646626601334,-0.217346845017306,NaN,NaN,0.0502124517148148,NaN,NaN,-0.367902883358127,0.0133858690743061
35.415,NaN,NaN,NaN,0.627737515769564,-0.173720394459704,NaN,NaN,0.0435453454668883,NaN,NaN,-0.360939811578846,0.0123371636039932
35.42,NaN,NaN,NaN,0.59995103071794,-0.13509735828785,NaN,NaN,0.0368417835759029,NaN,NaN,-0.357274212487901,0.011455744090102
35.425,NaN,NaN,NaN,0.573477259333532,-0.101606225013912,NaN,NaN,0.0301030409443508,NaN,NaN,-0.356692555321158,0.0107411299736558
35.43,NaN,NaN,NaN,0.548448798681481,-0.0732865467611028,NaN,NaN,0.0233173589695025,NaN,NaN,-0.358903500157664,0.0101891433346402
35.435,NaN,NaN,NaN,0.524943818405529,-0.0501008332039427,NaN,NaN,0.0164611740716741,NaN,NaN,-0.363556517190764,0.00979314527940647
35.44,NaN,NaN,NaN,0.502990205565804,-0.0319483737851304,NaN,NaN,0.00950025484637636,NaN,NaN,-0.370258874573399,0.0095450612442391
35.445,NaN,NaN,NaN,0.482570508163794,-0.0186800297678029,NaN,NaN,0.00239078592979522,NaN,NaN,-0.378590559745737,0.00943611532230501
35.45,NaN,NaN,NaN,0.463627429803123,-0.0101130456749013,NaN,NaN,-0.00491956072392186,NaN,NaN,-0.388117009927909,0.00945723013984683
35.455,NaN,NaN,NaN,0.446069664615938,-0.00604498636335041,NaN,NaN,-0.0124905283070964,NaN,NaN,-0.398399790111466,0.00959908836480397
35.46,NaN,NaN,NaN,0.429777895086302,-0.00626600382283827,NaN,NaN,-0.0203881178550815,NaN,NaN,-0.409005552533121,0.00985189089194615
35.465,NaN,NaN,NaN,0.414610803035789,-0.0105687688667274,NaN,NaN,-0.0286833451375082,NaN,NaN,-0.419513729862362,0.0102048813364344
35.47,NaN,NaN,NaN,0.400410964730391,-0.0187555595202511,NaN,NaN,-0.0374508936143251,NaN,NaN,-0.429523453276907,0.0106457332473252
35.475,NaN,NaN,NaN,0.387010515196813,-0.0306421729712143,NaN,NaN,-0.0467676517537741,NaN,NaN,-0.438660152257066,0.0111599127085061
35.48,NaN,NaN,NaN,0.374236475872299,-0.0460585148182873,NaN,NaN,-0.0567111260945129,NaN,NaN,-0.446582197973545,0.0117301330484417
35.485,NaN,NaN,NaN,0.361915645637297,-0.0648459117213139,NaN,NaN,-0.0673577197071779,NaN,NaN,-0.452987813916239,0.0123360097976395
35.49,NaN,NaN,NaN,0.349878960278145,-0.0868513850715171,NaN,NaN,-0.078780858442678,NaN,NaN,-0.457622315867312,0.0129540036983143
35.495,NaN,NaN,NaN,0.337965231657941,-0.111919307212556,NaN,NaN,-0.091048934871105,NaN,NaN,-0.460285578974723,0.0135577096138281
35.5,NaN,NaN,NaN,0.32602418711156,-0.139881030640483,NaN,NaN,-0.104223023652715,NaN,NaN,-0.460839481421439,0.0141185127564962
35.505,NaN,NaN,NaN,0.313918743318944,-0.170543226316681,NaN,NaN,-0.118354305016026,NaN,NaN,-0.459214957855289,0.0146065945892392
35.51,NaN,NaN,NaN,0.301526468234771,-0.203675780993181,NaN,NaN,-0.133481118879517,NaN,NaN,-0.455418222869116,0.014992233161681
35.515,NaN,NaN,NaN,0.288740210153465,-0.239000176392732,NaN,NaN,-0.149625565426504,NaN,NaN,-0.44953570176912,0.0152473104208465
35.52,NaN,NaN,NaN,0.275467904909599,-0.276179296986657,NaN,NaN,-0.166789573269509,NaN,NaN,-0.441737233832926,0.0153469154693142
35.525,NaN,NaN,NaN,0.261631610274244,-0.314809581291698,NaN,NaN,-0.184950377856016,NaN,NaN,-0.432277188304363,0.0152709201109176
35.53,NaN,NaN,NaN,0.247165860036912,-0.354416339917412,NaN,NaN,-0.204055393461616,NaN,NaN,-0.421493247224499,0.0150054023679408
35.535,NaN,NaN,NaN,0.232015477700236,-0.394452911450922,NaN,NaN,-0.224016523260048,NaN,NaN,-0.40980275019111,0.0145438046830953
35.54,NaN,NaN,NaN,0.216133038912697,-0.434304118355241,NaN,NaN,-0.244704032547232,NaN,NaN,-0.397696649923314,0.0138877346684623
35.545,NaN,NaN,NaN,0.199476219488325,-0.473294227821123,NaN,NaN,-0.265940206604903,NaN,NaN,-0.385731277970907,0.0130473449132611
35.55,NaN,NaN,NaN,0.182005307879994,-0.510699330279351,NaN,NaN,-0.287493120606569,NaN,NaN,-0.374518250246957,0.0120412611939681
35.555,NaN,NaN,NaN,0.163681192100325,-0.545763738743698,NaN,NaN,-0.30907095549257,NaN,NaN,-0.364712936055855,0.0108960618532242
35.56,NaN,NaN,NaN,0.144464145569168,-0.577719706518276,NaN,NaN,-0.330317389862351,NaN,NaN,-0.357001957958296,0.009645341723818
35.565,NaN,NaN,NaN,0.124313728454547,-0.605809482620281,NaN,NaN,-0.350808671407633,NaN,NaN,-0.352090172694091,0.00832841896988646
35.57,NaN,NaN,NaN,0.103190085661831,-0.629308497484204,NaN,NaN,-0.370053009757125,NaN,NaN,-0.350687499227426,0.00698876071560444
35.575,NaN,NaN,NaN,0.0810568562840691,-0.647548318547578,NaN,NaN,-0.387492924584895,NaN,NaN,-0.35349580825742,0.00567221255768422
35.58,NaN,NaN,NaN,0.057885811155132,-0.659937954739348,NaN,NaN,-0.402511119914817,NaN,NaN,-0.361195875121208,0.00442511836626712
35.585,NaN,NaN,NaN,0.0336632074806691,-0.665982133183628,NaN,NaN,-0.414440333245615,NaN,NaN,-0.374434140245121,0.00329241151191976
35.59,NaN,NaN,NaN,0.00839769838775862,-0.665295325598936,NaN,NaN,-0.422577427336689,NaN,NaN,-0.393808741789414,0.00231574888216958
35.595,NaN,NaN,NaN,-0.0178705296933703,-0.657610561949743,NaN,NaN,-0.426201760096237,NaN,NaN,-0.419854014237956,0.0015317472127354
35.6,NaN,NaN,NaN,-0.0450598846832123,-0.642782421453124,NaN,NaN,-0.424597596919795,NaN,NaN,-0.45302241995594,0.000970369801339854
35.605,NaN,NaN,NaN,-0.073037405768743,-0.620784013366748,NaN,NaN,-0.417080038372355,NaN,NaN,-0.493662737163717,0.000653502671666924
35.61,NaN,NaN,NaN,-0.101609474523348,-0.591698220768157,NaN,NaN,-0.403023646442731,NaN,NaN,-0.541993307311338,0.000593754094168867
35.615,NaN,NaN,NaN,-0.130514039783839,-0.55570394170097,NaN,NaN,-0.381892688731569,NaN,NaN,-0.5980692854047,0.000793510507538531
35.62,NaN,NaN,NaN,-0.159415211585084,-0.513058481844237,NaN,NaN,-0.353271705410818,NaN,NaN,-0.661743170537684,0.00124428476026487
35.625,NaN,NaN,NaN,-0.187901028031514,-0.464077589618018,NaN,NaN,-0.316894958907222,NaN,NaN,-0.732618442068004,0.00192639770750507
35.63,NaN,NaN,NaN,-0.215485077795169,-0.409114841885528,NaN,NaN,-0.272673265874689,NaN,NaN,-0.809996895217533,0.00280903935911266
35.635,NaN,NaN,NaN,-0.24161247366738,-0.348542159028247,NaN,NaN,-0.2207167427059,NaN,NaN,-0.892821243726277,0.00385075843606214
35.64,NaN,NaN,NaN,-0.26567042914179,-0.282733137849899,NaN,NaN,-0.161352119010753,NaN,NaN,-0.979615697763393,0.0050004268636471
35.645,NaN,NaN,NaN,-0.287003405903429,-0.212050640921077,NaN,NaN,-0.0951334797471625,NaN,NaN,-1.06842846757962,0.0061987163881761
35.65,NaN,NaN,NaN,-0.304932495221182,-0.136839689996746,NaN,NaN,-0.0228455705938817,NaN,NaN,-1.15678139490903,0.00738010697291182
35.655,NaN,NaN,NaN,-0.318778392997087,-0.0574262142417446,NaN,NaN,0.0545008779173248,NaN,NaN,-1.24163305630857,0.00847542084211908
35.66,NaN,NaN,NaN,-0.327887049444396,0.0258783495255349,NaN,NaN,0.135682007547905,NaN,NaN,-1.31936257519623,0.00941484312994888
35.665,NaN,NaN,NaN,-0.331656841058428,0.112767159446181,NaN,NaN,0.219281726671975,NaN,NaN,-1.38578186785877,0.0101313522686853
35.67,NaN,NaN,NaN,-0.329565942094045,0.202923819516176,NaN,NaN,0.303720175234764,NaN,NaN,-1.43618397617721,0.0105644435361922
35.675,NaN,NaN,NaN,-0.321198477641985,0.29600539875333,NaN,NaN,0.387289009954658,NaN,NaN,-1.4654343622695,0.0106639909992527
35.68,NaN,NaN,NaN,-0.306268027250573,0.391624255866033,NaN,NaN,0.468192524892002,NaN,NaN,-1.46811044451795,0.0103940598268583
35.685,NaN,NaN,NaN,-0.284637117573598,0.489330344563247,NaN,NaN,0.544593441438747,NaN,NaN,-1.43869217849961,0.00973645557866592
35.69,NaN,NaN,NaN,-0.256331490085337,0.588595534891927,NaN,NaN,0.614662071753044,NaN,NaN,-1.37180313999846,0.00869378192606348
35.695,NaN,NaN,NaN,-0.221548146335243,0.688801194973819,NaN,NaN,0.676627472912687,NaN,NaN,-1.26249744955788,0.00729177494941942
35.7,NaN,NaN,NaN,-0.180656446264118,0.789229883666818,NaN,NaN,0.728829154556454,NaN,NaN,-1.10658319034861,0.00558069163967929
35.705,NaN,NaN,NaN,-0.134191850557793,0.889061571966855,NaN,NaN,0.769767868866137,NaN,NaN,-0.900968020822066,0.00363555296712711
35.71,NaN,NaN,NaN,-0.082842240781966,0.987374409365274,NaN,NaN,0.798153988821201,NaN,NaN,-0.644007876040705,0.00155507798792757
35.715,NaN,NaN,NaN,-0.0274271062406048,1.08314974622452,NaN,NaN,0.812951964112439,NaN,NaN,-0.335835470002377,-0.000540805092088101
35.72,NaN,NaN,NaN,0.0311297600340952,1.17528096386406,NaN,NaN,0.813419335883647,NaN,NaN,0.0213577183878898,-0.00251492233572117
35.725,NaN,NaN,NaN,0.0918330751512449,1.26258567411324,NaN,NaN,0.799138800941388,NaN,NaN,0.423113649587008,-0.00421826800099682
35.73,NaN,NaN,NaN,0.153653097670967,1.34382102135739,NaN,NaN,0.770041859547838,NaN,NaN,0.862601017100482,-0.0054967578674406
35.735,NaN,NaN,NaN,0.215565311795283,1.41770211049305,NaN,NaN,0.726422679268674,NaN,NaN,1.33063329312734,-0.00619911416155035
35.74,NaN,NaN,NaN,0.276590979358057,1.48292392189019,NaN,NaN,0.668940982683256,NaN,NaN,1.81582934903513,-0.00618557180757945
35.745,NaN,NaN,NaN,0.335836618749679,1.53818736801769,NaN,NaN,0.59861303822489,NaN,NaN,2.30492613204542,-0.00533699325362721
35.75,NaN,NaN,NaN,0.392530392848656,1.58223029861262,NaN,NaN,0.516790212265408,NaN,NaN,2.78324241277267,-0.00356388458349394
35.755,NaN,NaN,NaN,0.446053404047475,1.61386418668059,NaN,NaN,0.425125026642949,NaN,NaN,3.23528068443387,-0.000814728949807846
35.76,NaN,NaN,NaN,0.495964017020397,1.63201686936029,NaN,NaN,0.325525244803087,NaN,NaN,3.6454418082116,0.00291699412226187
35.765,NaN,NaN,NaN,0.542013569278151,1.6357810617478,NaN,NaN,0.220097152215366,NaN,NaN,3.99881507110264,0.00758774166209435
35.77,NaN,NaN,NaN,0.584152190337919,1.62446744681945,NaN,NaN,0.111079860133446,NaN,NaN,4.28199616781973,0.0131013858857294
35.775,NaN,NaN,NaN,0.622523928371055,1.59766006254735,NaN,NaN,0.000773093543435068,NaN,NaN,4.48387843511936,0.0193097287120256
35.78,NaN,NaN,NaN,0.657450963332471,1.55527059606361,NaN,NaN,-0.108538532671009,NaN,NaN,4.59635949889238,0.0260163779505842
35.785,NaN,NaN,NaN,0.689407340392582,1.49758722238576,NaN,NaN,-0.214661345944267,NaN,NaN,4.61490709236853,0.032984089671629
35.79,NaN,NaN,NaN,0.718983347053025,1.42531296683647,NaN,NaN,-0.315564944988686,NaN,NaN,4.53893450255313,0.0399454150330736
35.795,NaN,NaN,NaN,0.746842331017624,1.33958838210144,NaN,NaN,-0.409447430482416,NaN,NaN,4.3719477338187,0.0466161984377496
35.8,NaN,NaN,NaN,0.773672356372507,1.241993724732,NaN,NaN,-0.494790199901183,NaN,NaN,4.12144233804361,0.0527111839511854
35.805,NaN,NaN,NaN,0.800135564371028,1.13452683744464,NaN,NaN,-0.570399462997739,NaN,NaN,3.79854673406192,0.0579607296024715
35.81,NaN,NaN,NaN,0.826818389603519,1.01955455932314,NaN,NaN,-0.63543234060499,NaN,NaN,3.4174290919681,0.0621274368522978
35.815,NaN,NaN,NaN,0.854185843763972,0.899737581039772,NaN,NaN,-0.689406284777936,NaN,NaN,2.99450459357408,0.0650214045277755
35.82,NaN,NaN,NaN,0.882542898706796,0.777931048078236,NaN,NaN,-0.732191544905986,NaN,NaN,2.54749713752146,0.0665128349662634
35.825,NaN,NaN,NaN,0.91200558352538,0.657065649623364,NaN,NaN,-0.763987434256401,NaN,NaN,2.09442253524247,0.0665408658213407
35.83,NaN,NaN,NaN,0.94248378753437,0.540016145322199,NaN,NaN,-0.785284151324083,NaN,NaN,1.65256751869399,0.0651177706471348
35.835,NaN,NaN,NaN,0.973676984622329,0.429466012025586,NaN,NaN,-0.796812807095225,NaN,NaN,1.23753958872181,0.0623280461607106
35.84,NaN,NaN,NaN,1.00508323234248,0.327777910192126,NaN,NaN,-0.799487034630661,NaN,NaN,0.862456691087484,0.0583223503495039
35.845,NaN,NaN,NaN,1.03602092528178,0.236879812147442,NaN,NaN,-0.794340052132877,NaN,NaN,0.537333450288362,0.0533067277749608
35.85,NaN,NaN,NaN,1.0656619670205,0.158175827027635,NaN,NaN,-0.782461269414566,NaN,NaN,0.268703422331414,0.04752800407859
35.855,NaN,NaN,NaN,1.09307432680843,0.0924890278861433,NaN,NaN,-0.764936443783391,NaN,NaN,0.0594962839182797,0.0412565982559067
35.86,NaN,NaN,NaN,1.11727140727197,0.0400410707384563,NaN,NaN,-0.742795002574286,NaN,NaN,-0.0908328721006292,0.0347682436209552
35.865,NaN,NaN,NaN,1.13726529178401,0.000470329231333184,NaN,NaN,-0.716967483199328,NaN,NaN,-0.185945752741083,0.028326195977816
35.87,NaN,NaN,NaN,1.15212077340509,-0.0271130351930016,NaN,NaN,-0.688255155054221,NaN,NaN,-0.232076031224677,0.0221654292354255
35.875,NaN,NaN,NaN,1.16100708801905,-0.0440398385378308,NaN,NaN,-0.657312861894343,NaN,NaN,-0.237352133494421,0.016480084461699
35.88,NaN,NaN,NaN,1.1632444695522,-0.0519699806040178,NaN,NaN,-0.624645052566772,NaN,NaN,-0.211049884112733,0.0114150773262346
35.885,NaN,NaN,NaN,1.15834299445619,-0.0527653863093415,NaN,NaN,-0.59061394802159,NaN,NaN,-0.162838732529463,0.0070623249208649
35.89,NaN,NaN,NaN,1.14603165930312,-0.048358314401378,NaN,NaN,-0.555457910643848,NaN,NaN,-0.102080904677443,0.00346157856190332
35.895,NaN,NaN,NaN,1.12627620890026,-0.0406255628756827,NaN,NaN,-0.519317409505696,NaN,NaN,-0.0372334095863546,0.000605398616986607
