time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
40.61,-12.27673311,8.71895441,0.02284061,0.07358261,15.24118324,13.60163044,28.89805722,-12.74616799,-3.84219823,-3.22368485,-0.16358691,8.36287532
40.615,-12.47575103,8.66870224,-0.09738461,-0.33612133,15.6913998,13.87836339,28.83271003,-12.61952069,-3.85345559,-2.76500647,-0.18646236,8.27587712
40.62,-12.65621642,8.59027868,-0.21340172,-0.78781824,16.12907328,14.14355799,28.76373029,-12.47176279,-3.86420168,-2.41192962,-0.21865624,8.17131243
40.625,-12.81812336,8.48448063,-0.3268217,-1.28003825,16.55047779,14.39539312,28.6922452,-12.30352583,-3.87177341,-2.16195384,-0.26503785,8.04890594
40.63,-12.96008867,8.35389199,-0.43353453,-1.81702716,16.95447362,14.62692749,28.62088732,-12.1160124,-3.87645516,-2.01480953,-0.32996218,7.907422
40.635,-13.08409115,8.19389802,-0.53838689,-2.38754241,17.3255535,14.8484887,28.54535141,-11.91168727,-3.87084076,-1.95855859,-0.41842014,7.74412207
40.64,-13.18801275,8.01110293,-0.64161235,-3.00138894,17.66578198,15.05682018,28.47020077,-11.69232702,-3.85799262,-1.9950762,-0.53595387,7.5534717
40.645,-13.26871218,7.80395935,-0.73160379,-3.65738413,17.97117824,15.24198774,28.39600358,-11.45809331,-3.82890928,-2.11471008,-0.68525376,7.33823464
40.65,-13.32550152,7.57517451,-0.77757798,-4.34570748,18.24463096,15.324872,28.33781203,-11.20680662,-3.77420955,-2.33124179,-0.84349051,7.16838196
40.655,-13.35646738,7.3187691,-0.83168213,-5.08316272,18.46629217,15.44579291,28.27466252,-10.94684128,-3.73292453,-2.61333117,-1.06641438,6.92329482
40.66,-13.35641767,7.05076986,-0.88332025,-5.87292286,18.59877135,15.6394732,28.20647933,-10.6901303,-3.64486536,-2.94042421,-1.35611202,6.54586909
40.665,-13.34294726,6.75701008,-0.91872715,-6.68135488,18.73313261,15.66385932,28.16325702,-10.40142303,-3.56115145,-3.37009136,-1.63258981,6.32389728
40.67,-13.27019536,6.45986764,-0.9057471,-7.56101559,18.74850324,15.78551906,28.12518633,-10.13845371,-3.41969011,-3.82259957,-2.00668238,5.86385286
40.675,-13.19539464,6.12029066,-0.91832703,-8.45722125,18.74401767,15.77428968,28.09210641,-9.82481317,-3.31861054,-4.34783258,-2.36913521,5.61877789
40.68,-13.03928586,5.8067389,-0.84979546,-9.43703203,18.64980236,15.8146358,28.09092568,-9.56144401,-3.11996744,-4.90308309,-2.8084316,5.08275147
40.685,-12.86439657,5.45419735,-0.79254461,-10.4476,18.49008758,15.78864708,28.08975551,-9.26099937,-2.95765806,-5.49613433,-3.26059892,4.67618676
40.69,-12.69022915,5.05981822,-0.75903267,-11.47474048,18.2035955,15.75485557,28.07077334,-8.92579293,-2.83007651,-6.115829,-3.70008188,4.41109607
40.695,-12.38867742,4.71548739,-0.616995,-12.61841018,17.94122451,15.67008995,28.12247832,-8.64686503,-2.58549483,-6.76006809,-4.21422182,3.81738139
40.7,-12.15025443,4.29397278,-0.54624868,-13.7414607,17.4585803,15.6353595,28.10256114,-8.2992699,-2.45922382,-7.41623836,-4.64410175,3.57062005
40.705,-11.73583467,3.91995287,-0.35501814,-14.99587601,17.04665673,15.47892495,28.18483112,-8.0017095,-2.20590413,-8.07451874,-5.1882254,2.96638837
40.71,-11.34716379,3.50362805,-0.20658608,-16.26121673,16.4641489,15.36171909,28.21830773,-7.66820884,-2.02850589,-8.73658273,-5.656667,2.56861361
40.715,-10.90741352,3.08273849,-0.03687,-17.58118682,15.78329591,15.22847117,28.2614096,-7.33148237,-1.85526007,-9.39933239,-6.08043123,2.15912398
40.72,-10.42961421,2.63509058,0.14533245,-18.95378687,15.03906161,15.0911621,28.28694165,-6.97824468,-1.71888297,-10.04081954,-6.51722489,1.81388973
40.725,-9.90827481,2.18129791,0.32586872,-20.37965565,14.18896737,14.9455939,28.3059533,-6.62205016,-1.60262335,-10.66678654,-6.89939539,1.48741565
40.73,-9.34555209,1.71783581,0.52823853,-21.84793748,13.24462049,14.79514599,28.31913133,-6.2540713,-1.50085544,-11.27656031,-7.22732234,1.1855191
40.735,-8.7404417,1.24261591,0.74286596,-23.3603536,12.20586926,14.63776419,28.32733381,-5.87554951,-1.42873621,-11.87441516,-7.50597161,0.91032962
40.74,-8.08120446,0.76413593,0.96454191,-24.93030323,11.08648524,14.463807,28.31872039,-5.49556221,-1.37028984,-12.4245924,-7.70234923,0.65222468
40.745,-7.3829409,0.28147177,1.19288642,-26.53623481,9.88596944,14.27963534,28.30752106,-5.10637244,-1.35261667,-12.96556615,-7.83389155,0.42325293
40.75,-6.67972957,-0.22965704,1.40580483,-28.17181461,8.61065778,14.13309094,28.23865776,-4.69424276,-1.37872266,-13.45349357,-7.96170292,0.28556147
40.755,-5.93618035,-0.74387126,1.62056711,-29.84175649,7.26458987,13.97430415,28.15806641,-4.2781315,-1.42911866,-13.91757818,-7.99786159,0.16095521
40.76,-5.1526299,-1.25879337,1.84180889,-31.54427525,5.8651124,13.8003438,28.06198664,-3.85529703,-1.50959336,-14.34515473,-7.96822801,0.06444534
40.765,-4.32332447,-1.77409915,2.06582637,-33.27154635,4.42899308,13.59245516,27.96228901,-3.43139113,-1.61905001,-14.75200692,-7.83390274,-0.01548013
40.77,-3.50707097,-2.30901033,2.27385279,-35.00804279,2.95593731,13.43690578,27.79082895,-2.98351698,-1.75998842,-15.09198455,-7.72675867,-0.02438494
40.775,-2.6596568,-2.83943514,2.47478453,-36.75837428,1.47318646,13.2574942,27.60404784,-2.53766202,-1.92229169,-15.40559508,-7.52488038,-0.02005195
40.78,-1.79588817,-3.37622105,2.66464407,-38.51214252,-0.00961503,13.07321216,27.3899849,-2.0810294,-2.1262385,-15.68613519,-7.29197605,0.01440622
40.785,-0.88007591,-3.89306686,2.87374024,-40.27264993,-1.45425255,12.81882453,27.17867233,-1.63560215,-2.32889737,-15.93179343,-6.93595834,0.08050289
40.79,-0.01176836,-4.43073934,3.04451663,-42.01108227,-2.87001173,12.6515725,26.87971475,-1.16518768,-2.5625761,-16.11982861,-6.66266659,0.16560064
40.795,0.92383405,-4.9398908,3.24752241,-43.7479629,-4.22053766,12.37329876,26.59989704,-0.71439329,-2.79376635,-16.27402801,-6.24300084,0.29193491
40.8,1.8412568,-5.44730198,3.41669506,-45.45789407,-5.49704155,12.12389459,26.27527392,-0.26024525,-3.05331935,-16.39873298,-5.83544247,0.43216323
40.805,2.75828749,-5.9447028,3.58879486,-47.13866826,-6.68103373,11.86785775,25.90941489,0.19574336,-3.30746485,-16.46732206,-5.42174773,0.58655465
40.81,3.6552454,-6.43666989,3.737594,-48.78461474,-7.76570519,11.64196515,25.49688809,0.65176201,-3.57648724,-16.49957856,-5.05668843,0.73301702
40.815,4.58288645,-6.89849993,3.8995123,-50.39424866,-8.73067195,11.34523672,25.08357962,1.09059074,-3.84279282,-16.49571778,-4.61727343,0.9170817
40.82,5.53295489,-7.31568564,4.05574092,-51.96766085,-9.56479484,11.00178742,24.67655238,1.49707209,-4.10933725,-16.48182222,-4.10025413,1.15318646
40.825,6.43455515,-7.74088084,4.19451746,-53.48476364,-10.26328306,10.72572165,24.1872457,1.92123611,-4.36390579,-16.39267625,-3.71543663,1.32931691
40.83,7.35038418,-8.12422963,4.33250315,-54.94999804,-10.82890126,10.41223204,23.69719656,2.32086802,-4.60582462,-16.27625614,-3.27891975,1.5266406
40.835,8.27066938,-8.47590408,4.46016648,-56.36021185,-11.25158746,10.07709157,23.19700038,2.69441731,-4.85014982,-16.13911304,-2.85452111,1.75129576
40.84,9.18642718,-8.79355251,4.56936128,-57.71219442,-11.54097755,9.74306772,22.68866796,3.04771306,-5.09088362,-15.98582498,-2.42692415,1.9796803
40.845,10.08912783,-9.07880573,4.67255404,-58.99103882,-11.68689051,9.41675792,22.15068955,3.38254917,-5.30178741,-15.78116567,-2.03510864,2.1989157
40.85,11.00407048,-9.31578821,4.76225536,-60.20466213,-11.73083317,9.08873548,21.62530333,3.67943306,-5.5115387,-15.57136477,-1.60443811,2.46788889
40.855,11.86994578,-9.54448698,4.82112038,-61.33908183,-11.60001381,8.78483507,21.04577312,3.98156576,-5.68040366,-15.30958334,-1.28970863,2.6279989
40.86,12.7613397,-9.73000387,4.87393704,-62.40824255,-11.38262953,8.47721791,20.49738032,4.24556222,-5.86747397,-15.05497008,-0.95426962,2.86367211
40.865,13.62767184,-9.88369588,4.90195592,-63.38877664,-11.04845316,8.19053825,19.92579699,4.4902116,-6.01736781,-14.76215373,-0.64355498,3.06962433
40.87,14.48532525,-10.00456726,4.90598943,-64.28775944,-10.62279452,7.92624982,19.35523777,4.70813826,-6.15296178,-14.45660497,-0.35317243,3.27624731
40.875,15.33187113,-10.09761287,4.88728108,-65.09909207,-10.11467835,7.69140995,18.7841973,4.90392895,-6.27850989,-14.13424717,-0.06814146,3.49100826
40.88,16.13195154,-10.15231108,4.82273357,-65.81863799,-9.53916176,7.43459563,18.19511764,5.0711576,-6.33963802,-13.81500313,0.19299417,3.56740582
40.885,16.9706038,-10.2097297,4.76790502,-66.46713023,-8.88260288,7.29386186,17.64578591,5.23773051,-6.4575639,-13.47841983,0.39671063,3.86608143
40.89,17.74452453,-10.20876233,4.65371973,-66.99979341,-8.20956571,7.07009228,17.06454153,5.35187177,-6.50225248,-13.13274266,0.62083563,3.94952086
40.895,18.53777158,-10.2298274,4.53120324,-67.46228082,-7.46345133,7.03821623,16.51658166,5.48088962,-6.57789334,-12.78412672,0.81946557,4.24480348
40.9,19.27981594,-10.18635372,4.37434853,-67.81518732,-6.7479817,6.85163883,15.9518179,5.5558844,-6.59941801,-12.4369926,0.99333395,4.3305078
40.905,20.02176853,-10.17816213,4.19405628,-68.09776019,-5.97109043,6.90588606,15.40982852,5.65327299,-6.60872518,-12.09559963,1.17621051,4.60160323
40.91,20.72526376,-10.1111379,3.98359259,-68.26505923,-5.25498683,6.78504804,14.86013148,5.69422086,-6.62287828,-11.74625907,1.32076123,4.70236845
40.915,21.40365989,-10.08823789,3.72663185,-68.34958906,-4.50019667,6.93480716,14.32141708,5.75898413,-6.60468455,-11.40454426,1.50759059,4.96493462
40.92,22.05902656,-10.02977115,3.46908583,-68.34546994,-3.8016103,6.9883279,13.78716247,5.79450221,-6.56627852,-11.06990369,1.66513979,5.14949707
40.925,22.68357446,-9.96766254,3.18201687,-68.24752498,-3.13955284,7.08167041,13.25744649,5.81487095,-6.52659359,-10.7412813,1.81643781,5.33583288
40.93,23.28023945,-9.90713241,2.87324098,-68.06249641,-2.5213625,7.19296984,12.7347614,5.82884743,-6.47194432,-10.42126851,1.96887392,5.52015322
40.935,23.8489043,-9.84924024,2.54654621,-67.79247956,-1.95184764,7.31668599,12.21769933,5.83404759,-6.41030457,-10.11261084,2.11889183,5.70153089
40.94,24.38555298,-9.79035037,2.21285113,-67.44049476,-1.4321491,7.48063088,11.70084218,5.83306668,-6.32449505,-9.81009368,2.27584467,5.90119703
40.945,24.89414325,-9.73187828,1.87549589,-67.00823246,-0.96775676,7.64788441,11.18772265,5.82700934,-6.23037365,-9.51599879,2.43132025,6.10105817
40.95,25.37149558,-9.68436821,1.52339842,-66.49584106,-0.56069787,7.82189024,10.67968398,5.81966567,-6.13146372,-9.23508155,2.59645952,6.30011621
40.955,25.82456524,-9.64201574,1.15811636,-65.90225622,-0.19049316,7.9710673,10.18744779,5.80586313,-6.04435063,-8.97278853,2.75402505,6.48348647
40.96,26.23921904,-9.60714312,0.80594601,-65.24633482,0.10262249,8.17018167,9.67500589,5.79796685,-5.91916561,-8.70482113,2.93907951,6.70057674
40.965,26.62883347,-9.57814036,0.44965777,-64.50714205,0.3668287,8.33149137,9.18147325,5.78716124,-5.80973719,-8.46008103,3.11478822,6.89836739
40.97,26.97576484,-9.5605021,0.11474117,-63.70418241,0.56271853,8.51734197,8.6662233,5.78598704,-5.67709756,-8.21624927,3.31603003,7.12154601
40.975,27.31421789,-9.54479934,-0.22818906,-62.82910207,0.74005477,8.65520442,8.18103328,5.77797088,-5.56242033,-7.99060667,3.50194649,7.31422576
40.98,27.60512658,-9.54498615,-0.53356595,-61.89777211,0.85057067,8.8077419,7.66111161,5.79012473,-5.43774727,-7.75851552,3.71661382,7.53084275
40.985,27.89278288,-9.5410371,-0.85027987,-60.89357707,0.95431685,8.91938196,7.18171397,5.78797448,-5.3134821,-7.55152808,3.91771863,7.71840216
40.99,28.15625087,-9.53799555,-1.11996247,-59.83471415,1.01448266,9.0220795,6.68966102,5.79830089,-5.16716488,-7.33541761,4.13047513,7.90913591
40.995,28.36858276,-9.56574892,-1.39230201,-58.71394087,1.04740264,9.10828807,6.17925695,5.82598403,-5.06688012,-7.13938976,4.35991838,8.10241563
41,28.5702345,-9.58612439,-1.62771732,-57.5345897,1.06324448,9.16760144,5.67614186,5.85650031,-4.95560234,-6.94087854,4.58493193,8.28590876
41.005,28.76469944,-9.59932807,-1.83191962,-56.29819085,1.06082634,9.20642844,5.18796408,5.88598035,-4.82473976,-6.74586527,4.81609716,8.45259906
41.01,28.92001259,-9.63594974,-2.02229657,-55.00610909,1.04554231,9.21886845,4.68237096,5.93586048,-4.73083158,-6.55743772,5.04644604,8.61656418
41.015,29.07549229,-9.65590483,-2.16588162,-53.65909,1.01918319,9.21428826,4.19375757,5.98427088,-4.61420179,-6.3672892,5.28448864,8.76019579
41.02,29.20410743,-9.69169719,-2.29237344,-52.25861329,0.98658803,9.1844901,3.69831808,6.04739811,-4.52006229,-6.17926137,5.51472034,8.8969762
41.025,29.31827949,-9.72430274,-2.38719397,-50.80319479,0.94919094,9.137699,3.20778586,6.11584555,-4.43053779,-5.99273512,5.74971681,9.01775058
41.03,29.41392639,-9.76027501,-2.45695271,-49.29533397,0.90818652,9.07157541,2.71720525,6.19202628,-4.34705755,-5.80554095,5.98107926,9.12902537
41.035,29.4933228,-9.80126092,-2.50204681,-47.73503811,0.86564528,8.99030527,2.22841683,6.27836613,-4.27401982,-5.61805847,6.20836326,9.22794061
41.04,29.56551334,-9.83517177,-2.50948374,-46.12423979,0.8245691,8.90017509,1.74984109,6.36922934,-4.20325749,-5.42836472,6.43805922,9.30785631
41.045,29.61638366,-9.87538874,-2.49760635,-44.4616698,0.78211016,8.79645295,1.26916204,6.46942506,-4.13536836,-5.23792465,6.66184415,9.38078157
41.05,29.66121302,-9.91543311,-2.45955779,-42.75288858,0.74252973,8.69187178,0.79910054,6.57556596,-4.07812822,-5.04260132,6.88105131,9.43848371
41.055,29.67325534,-9.97207446,-2.4238324,-40.99299385,0.6958935,8.57458182,0.32029684,6.693272,-4.02366599,-4.84705578,7.08409668,9.50591721
41.06,29.71391489,-10.00337262,-2.31014278,-39.19602405,0.67285047,8.48392332,-0.1201091,6.81356096,-3.98509671,-4.65236064,7.31530484,9.52179517
41.065,29.69529944,-10.05581373,-2.22215633,-37.34824003,0.62817098,8.36260002,-0.5925321,6.93976428,-3.92927615,-4.45052577,7.5251695,9.56474237
41.07,29.67838707,-10.10965608,-2.10388551,-35.4665989,0.59376746,8.26299678,-1.04627389,7.07446673,-3.89276368,-4.25193213,7.73636502,9.59411997
41.075,29.64886714,-10.17015283,-1.96789942,-33.55111304,0.55854212,8.17154957,-1.49412962,7.21844863,-3.85614178,-4.05165986,7.948042,9.62057369
41.08,29.57985798,-10.24602132,-1.84516527,-31.60144487,0.5192407,8.06882477,-1.95686056,7.36684834,-3.81318777,-3.85117064,8.1446828,9.67438318
41.085,29.55477547,-10.31146305,-1.64767641,-29.64342048,0.4860753,8.02682464,-2.36937701,7.52909729,-3.79850879,-3.66005847,8.37806607,9.67248702
41.09,29.46383376,-10.39542754,-1.48618668,-27.6583227,0.43527924,7.94676159,-2.81813138,7.68655461,-3.75964336,-3.46616522,8.5893921,9.7175107
41.095,29.38209244,-10.48555097,-1.29608391,-25.6717776,0.38826326,7.89937419,-3.24484812,7.85519354,-3.7359279,-3.28185365,8.81419644,9.75607684
41.1,29.2845786,-10.58840829,-1.10227754,-23.68839228,0.33267506,7.85413613,-3.67103323,8.02931861,-3.70765176,-3.10394082,9.04132306,9.81131125
41.105,29.18510263,-10.7015169,-0.89311001,-21.72003563,0.27158821,7.82290126,-4.08537506,8.21038921,-3.68089027,-2.93823726,9.27863394,9.87111551
41.11,29.07691924,-10.8220156,-0.67761763,-19.77690744,0.20328585,7.79372934,-4.49467827,8.39044717,-3.6538031,-2.78329238,9.52335725,9.94529982
41.115,28.91755173,-10.93533231,-0.48353447,-17.85372548,0.14310184,7.71124825,-4.9371553,8.54964024,-3.6439213,-2.63091897,9.77148572,10.08705011
41.12,28.79219218,-11.06450939,-0.24574819,-15.99462243,0.05647086,7.67297533,-5.34093268,8.72517952,-3.62566265,-2.50719365,10.0459774,10.21265512
41.125,28.71954228,-11.22679624,0.01402522,-14.2181997,-0.03889713,7.70191099,-5.68935397,8.92923864,-3.58310504,-2.42006849,10.32743138,10.27105724
41.13,28.59968373,-11.38208023,0.26379629,-12.5043901,-0.14938327,7.67187908,-6.06873757,9.11058048,-3.55042545,-2.35102577,10.6331589,10.39587861
41.135,28.4181069,-11.49827434,0.482678,-10.85472133,-0.24774568,7.52077313,-6.4975427,9.23771964,-3.56202397,-2.27776322,10.9590491,10.6681533
41.14,28.348653,-11.66505818,0.74504177,-9.34331441,-0.34683633,7.54983868,-6.82031209,9.41730892,-3.5131278,-2.26958829,11.27275466,10.74905488
41.145,28.18207433,-11.78283962,0.96986426,-7.90167775,-0.46482552,7.3728448,-7.21364604,9.52572467,-3.52951785,-2.27448063,11.65483029,11.06750657
41.15,28.07445908,-11.91065002,1.20966203,-6.59433517,-0.5734238,7.2839188,-7.55297866,9.64328747,-3.52236642,-2.31983396,12.02638143,11.29349115
41.155,27.96986314,-12.02598342,1.42834072,-5.40349037,-0.68076622,7.183616,-7.87518145,9.73733732,-3.50897622,-2.40995274,12.41054224,11.51986492
41.16,27.86768556,-12.12109105,1.63828759,-4.33391355,-0.79184656,7.06658471,-8.18448156,9.80314797,-3.49868647,-2.53908019,12.80546515,11.76748516
41.165,27.77089592,-12.19577601,1.82562255,-3.38976331,-0.90083992,6.93989289,-8.47519408,9.84048165,-3.4916542,-2.71401626,13.21285161,12.01544428
41.17,27.67740409,-12.24431857,1.99357828,-2.57219622,-1.01192771,6.80162039,-8.74910449,9.84547139,-3.488216,-2.93472957,13.62526206,12.27094675
41.175,27.58944987,-12.26589475,2.13613375,-1.8835238,-1.12271683,6.65764366,-9.00289569,9.81802995,-3.48526305,-3.20429966,14.04129367,12.51933728
41.18,27.50564825,-12.25717789,2.2567562,-1.32367112,-1.23708964,6.50766601,-9.23872737,9.75745092,-3.48469291,-3.5224621,14.45101826,12.76455842
41.185,27.419615,-12.21730616,2.37760544,-0.89207504,-1.37454248,6.33635102,-9.46478421,9.66919833,-3.51168904,-3.89005599,14.85207606,13.04251365
41.19,27.3614365,-12.15258105,2.43818728,-0.58539115,-1.4725497,6.22711838,-9.64797425,9.54834924,-3.4702875,-4.3002265,15.26427183,13.1714955
41.195,27.27765399,-12.03649545,2.4674111,-0.40783703,-1.61946215,6.00815572,-9.82160381,9.36309284,-3.48725324,-4.79352542,15.63180964,13.45648055
41.2,27.2302048,-11.90836054,2.50966365,-0.35236169,-1.73569267,5.89847707,-9.96441949,9.18980821,-3.4758597,-5.32139864,16.00964322,13.54774423
41.205,27.15346991,-11.72723391,2.49614619,-0.41544663,-1.91830178,5.64741047,-10.1039915,8.93976103,-3.48540406,-5.90980248,16.32441334,13.82263443
41.21,27.10041286,-11.52344264,2.48416222,-0.59058517,-2.08100749,5.45236609,-10.20926453,8.68215569,-3.48638245,-6.55381523,16.62954518,13.96574892
41.215,27.08077291,-11.29173411,2.46905097,-0.88313265,-2.19300678,5.34609463,-10.27191229,8.41184797,-3.47674799,-7.25686999,16.89947686,13.96237157
41.22,27.02455789,-11.03250537,2.41544544,-1.26878001,-2.4442887,5.05943964,-10.33980023,8.08604153,-3.44213898,-8.01139778,17.10895108,14.14133272
41.225,27.02012264,-10.73704515,2.36828212,-1.77385745,-2.59208357,4.91226696,-10.36013796,7.75421291,-3.41409292,-8.81600231,17.28154618,14.12615416
41.23,27.00759943,-10.42169903,2.30102298,-2.35040825,-2.7948556,4.71687507,-10.3511547,7.39081071,-3.36911205,-9.68924325,17.3937545,14.12579389
41.235,26.98336832,-10.10429024,2.26357556,-2.99020226,-3.0815932,4.39927249,-10.32364685,7.02605822,-3.30715642,-10.63007867,17.43566722,14.14264923
41.24,26.99687115,-9.73938505,2.20350213,-3.72866245,-3.23415282,4.24689003,-10.26130526,6.63236142,-3.26620429,-11.60501769,17.40155267,14.0625536
41.245,27.00596019,-9.37017795,2.13596605,-4.51101374,-3.46717551,4.03572624,-10.16179223,6.2275586,-3.18963273,-12.65235756,17.30666786,13.97083672
41.25,27.02229435,-9.00857557,2.1192641,-5.33155692,-3.78786219,3.68174554,-10.01607422,5.83520831,-3.07673701,-13.77429729,17.13780924,13.81986394
41.255,27.04682455,-8.61290589,2.08009499,-6.19926717,-4.01447054,3.44794995,-9.84165618,5.41753518,-2.99362147,-14.93845611,16.86942795,13.65583116
41.26,27.07033545,-8.20965341,2.04641553,-7.08743607,-4.24070547,3.2084595,-9.62923121,4.99428783,-2.89702033,-16.16127831,16.50724497,13.46371667
41.265,27.07142651,-7.78432199,2.01274121,-8.00022936,-4.35834397,3.06057469,-9.41592282,4.55337133,-2.82665132,-17.41579626,16.02221233,13.33792245
41.27,27.11183506,-7.37878753,2.02126331,-8.89369991,-4.64740778,2.73951606,-9.09081752,4.13900953,-2.67473828,-18.76451524,15.47788534,13.01181535
41.275,27.11939707,-6.9493192,2.00789497,-9.78376555,-4.80929853,2.5329623,-8.76223398,3.69988348,-2.58238384,-20.1472152,14.8015956,12.78026745
41.28,27.10333101,-6.51348502,1.98206289,-10.64205449,-4.9488602,2.35667667,-8.3967779,3.2516981,-2.5056341,-21.58595027,14.02057153,12.54788853
41.285,27.08123053,-6.06940672,1.97843618,-11.4848905,-5.04888248,2.18272462,-7.99284204,2.80049342,-2.41416521,-23.06161192,13.11924533,12.3033354
41.29,27.03443364,-5.62173162,1.96739058,-12.28034719,-5.10816873,2.02978817,-7.54839988,2.34088726,-2.34525745,-24.58648563,12.10464259,12.06393167
41.295,26.96683864,-5.15742194,1.94051118,-13.04440889,-5.132842,1.90716076,-7.07398154,1.86417365,-2.29163431,-26.14801059,10.96732395,11.85007584
41.3,26.87546588,-4.69589208,1.94313008,-13.73068717,-5.10955753,1.78742443,-6.53926231,1.38269151,-2.23428793,-27.76116539,9.71156241,11.59942452
41.305,26.75894551,-4.22374457,1.92811958,-14.37095737,-5.04041393,1.69302435,-5.97460216,0.88938582,-2.1979479,-29.40343529,8.35019387,11.37349612
41.31,26.6169014,-3.74578261,1.91081919,-14.95708419,-4.92548362,1.61765545,-5.37168488,0.38069008,-2.17407844,-31.07460329,6.88026437,11.15158049
41.315,26.44000637,-3.2588871,1.88667396,-15.47772832,-4.76740912,1.56314646,-4.73696982,-0.14706001,-2.16529244,-32.77442742,5.31208912,10.9585834
41.32,26.2457774,-2.77017968,1.86198321,-15.93900073,-4.56656019,1.51929043,-4.05698395,-0.68317226,-2.15654038,-34.49029505,3.64967152,10.73207612
41.325,26.02349455,-2.27820329,1.83443297,-16.34046373,-4.32144595,1.48819707,-3.34175382,-1.23332239,-2.15399788,-36.22475482,1.91750079,10.51235572
41.33,25.77466695,-1.78292664,1.80287662,-16.67983615,-4.040835,1.46864503,-2.59313953,-1.79717926,-2.15257975,-37.96605903,0.13149338,10.28922006
41.335,25.49482018,-1.28379427,1.74723251,-16.96748083,-3.74425736,1.45581307,-1.81986122,-2.37881968,-2.16427385,-39.71443618,-1.68871266,10.09647925
41.34,25.2145545,-0.79582356,1.73174438,-17.19458218,-3.34641156,1.44207555,-0.98838448,-2.94626492,-2.13884018,-41.45865055,-3.52525588,9.77413908
41.345,24.88120153,-0.29928417,1.69712815,-17.34821268,-2.99753862,1.44545548,-0.14991713,-3.53852626,-2.10989433,-43.19167211,-5.34366683,9.54590235
41.35,24.53707004,0.19064613,1.63548595,-17.46526993,-2.64253184,1.44918719,0.71812877,-4.12980611,-2.07553585,-44.91205715,-7.13223117,9.28862593
41.355,24.1720562,0.66852864,1.59340225,-17.53115042,-2.24312815,1.44876999,1.61407107,-4.71423463,-2.01713641,-46.60887003,-8.85370482,8.99308246
41.36,23.79299716,1.13479903,1.55178639,-17.54783471,-1.82557105,1.44941698,2.5387199,-5.28563099,-1.93423931,-48.27871562,-10.48891236,8.65678117
41.365,23.392482,1.59467087,1.50594762,-17.5165906,-1.40894624,1.44854906,3.48188743,-5.84651503,-1.82135513,-49.91357503,-12.02047492,8.3170727
41.37,23.00746478,2.01858589,1.46826164,-17.47084647,-0.93496864,1.44568832,4.46494078,-6.36827915,-1.6940981,-51.51567166,-13.42944968,7.87250103
41.375,22.5753634,2.44396972,1.40159667,-17.36757239,-0.55247614,1.44505539,5.44157522,-6.89108317,-1.53360171,-53.07569047,-14.68308462,7.51018368
41.38,22.14033623,2.83629844,1.3638075,-17.22711713,-0.12394633,1.43868268,6.44377245,-7.36718734,-1.34598752,-54.58322942,-15.78966833,7.0879527
41.385,21.66865384,3.22269531,1.29259104,-17.05271943,0.22673226,1.43019154,7.43632878,-7.83455601,-1.13343583,-56.04484852,-16.71030216,6.72233152
41.39,21.20850074,3.57425168,1.23271559,-16.85643152,0.59803368,1.42021654,8.45593701,-8.24723848,-0.89423632,-57.44986553,-17.47233359,6.28701163
41.395,20.73854022,3.89905354,1.17072311,-16.63761655,0.9552616,1.41073151,9.47972038,-8.61873836,-0.63759445,-58.79331767,-18.05678189,5.8506427
41.4,20.2648184,4.19523076,1.10412574,-16.39791632,1.29521098,1.40474124,10.51330934,-8.94806684,-0.36329114,-60.0741678,-18.47073557,5.40093451
41.405,19.77868001,4.46723377,1.03241452,-16.13511583,1.60765183,1.40028358,11.54260665,-9.23474639,-0.07317179,-61.2853485,-18.70576838,4.95635631
41.41,19.27349454,4.71500811,0.95195354,-15.83943689,1.88946642,1.39636159,12.56079827,-9.48284402,0.22374264,-62.41878659,-18.75983957,4.514985
41.415,18.79957809,4.92625433,0.8715256,-15.56607959,2.1749884,1.4053043,13.59926486,-9.67163696,0.532291,-63.48587957,-18.68379543,4.05947328
41.42,18.27858593,5.12393697,0.78698681,-15.24513161,2.40284259,1.41359993,14.59251795,-9.8350795,0.82793641,-64.4607624,-18.41298695,3.62447814
41.425,17.78249941,5.2895696,0.6942882,-14.93524744,2.63253736,1.43488926,15.59925401,-9.94638802,1.13099906,-65.35987007,-18.02454928,3.18383784
41.43,17.28407247,5.42424187,0.59022702,-14.61021995,2.85838623,1.46709161,16.59218605,-10.01489021,1.42250589,-66.16491602,-17.50612445,2.756441
41.435,16.77263854,5.54737363,0.50658772,-14.30167476,3.04324998,1.50159085,17.5455586,-10.05451438,1.6955723,-66.88781336,-16.85537248,2.33305443
41.44,16.26422736,5.64066316,0.41083797,-13.98105984,3.22295353,1.54735307,18.48533099,-10.05354869,1.95474421,-67.51204671,-16.10676287,1.92057246
41.445,15.76058446,5.7160627,0.30455075,-13.65025006,3.38732125,1.62084076,19.41002652,-10.02656984,2.19495509,-68.03786066,-15.27787528,1.52773422
41.45,15.25970376,5.77373433,0.17606458,-13.30745511,3.54841829,1.7276231,20.31606954,-9.982045,2.40450083,-68.46220325,-14.38030373,1.16659469
