time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
47.215,-10.0215368,8.69110767,1.79166394,-3.49746904,15.54834781,14.15106907,27.30602051,-14.74980092,-4.19849372,-2.42913343,-0.29024124,3.17743024
47.22,-10.32490982,8.66863212,1.73499786,-3.63896625,15.89648145,14.41033499,27.26508494,-14.73188329,-4.04374252,-1.6653956,-0.29972111,3.53102961
47.225,-10.60471003,8.61936989,1.67468096,-3.82204481,16.24148489,14.66389243,27.23774588,-14.69063788,-3.90031494,-1.03757154,-0.3111434,3.85142459
47.23,-10.84358423,8.56057095,1.6267075,-4.07007562,16.55994314,14.79454413,27.2370664,-14.63764591,-3.73634239,-0.55138664,-0.36850667,4.08919679
47.235,-11.08752142,8.44522906,1.5520289,-4.32818829,16.90405249,15.11817088,27.22425139,-14.53892509,-3.64788261,-0.18537464,-0.36982343,4.38229482
47.24,-11.30317948,8.32419029,1.49139518,-4.6304315,17.2113518,15.29607529,27.23263006,-14.43063002,-3.53916576,0.04936009,-0.41887339,4.58356219
47.245,-11.49029759,8.17900192,1.44561886,-4.98712808,17.48643145,15.41723963,27.2553613,-14.29817861,-3.41856344,0.15444308,-0.49398953,4.74269608
47.25,-11.65136967,7.98315663,1.38333655,-5.40114122,17.75046604,15.69060234,27.28313294,-14.13375682,-3.37712464,0.12489252,-0.56119541,4.90465654
47.255,-11.80520933,7.80509106,1.33551286,-5.84738435,17.95526146,15.71017005,27.32664169,-13.95839619,-3.2740043,-0.01839502,-0.67249804,4.9867146
47.26,-11.91283383,7.56013961,1.30168459,-6.3511636,18.1716219,15.92163186,27.36997299,-13.75775775,-3.25996472,-0.25544308,-0.81543457,5.04414364
47.265,-12.02491623,7.3258244,1.25572011,-6.88493391,18.32692446,15.95376926,27.42612541,-13.54019997,-3.19773114,-0.61615365,-0.98107134,5.07045735
47.27,-12.1008528,7.06068441,1.23289732,-7.47829119,18.43971484,16.00692086,27.4855902,-13.30750798,-3.17054815,-1.06034303,-1.1895423,5.04861601
47.275,-12.13695543,6.777418,1.23793139,-8.12970692,18.50547391,16.0884174,27.55661724,-13.0691173,-3.15213353,-1.58352595,-1.44904416,4.94086073
47.28,-12.17901601,6.48299989,1.20897976,-8.81046704,18.52449913,16.05854465,27.62602042,-12.80109287,-3.11741236,-2.19863037,-1.72498667,4.8680693
47.285,-12.17669275,6.16526735,1.22474477,-9.55384523,18.48225493,16.02841266,27.70063867,-12.52559841,-3.10682115,-2.86786736,-2.06379146,4.71663599
47.29,-12.11037768,5.86471497,1.2988977,-10.37050647,18.38121512,15.96204787,27.80561684,-12.27970804,-3.04662642,-3.60045077,-2.46065916,4.37713256
47.295,-12.07857323,5.5180649,1.29297357,-11.19972093,18.20017722,15.86553759,27.87355079,-11.96428691,-3.02439933,-4.37805201,-2.84625809,4.24209256
47.3,-11.94392474,5.19970679,1.41275926,-12.13277871,17.98451527,15.68585924,27.98190518,-11.70220116,-2.95616488,-5.18996342,-3.31690942,3.81633815
47.305,-11.81047173,4.85040689,1.48660166,-13.09976352,17.67674341,15.50122144,28.06608051,-11.39731747,-2.910472,-6.02519244,-3.78639219,3.50361594
47.31,-11.64189617,4.49242138,1.57275595,-14.12150116,17.29281385,15.28482605,28.14626989,-11.08517691,-2.85945387,-6.87389908,-4.27234019,3.16493616
47.315,-11.43301841,4.1282873,1.67383268,-15.20301751,16.82763594,15.03573945,28.22104852,-10.76775666,-2.79096705,-7.72807966,-4.7631072,2.80491389
47.32,-11.18923051,3.75203122,1.78689911,-16.34038648,16.27417606,14.7694528,28.28442986,-10.43026905,-2.72675694,-8.57365872,-5.2470197,2.44855279
47.325,-10.90061858,3.36804687,1.90876022,-17.54038803,15.63799359,14.47283739,28.3379726,-10.0866925,-2.6547598,-9.40766094,-5.71799631,2.08177366
47.33,-10.56688031,2.98284404,2.03101986,-18.79503233,14.88919092,14.14965945,28.38674956,-9.73612668,-2.57752785,-10.22584316,-6.14060346,1.69483479
47.335,-10.20521773,2.56503979,2.15822753,-20.10534914,14.08514867,13.8324038,28.39781736,-9.35485561,-2.52757041,-11.00427321,-6.5751441,1.37714869
47.34,-9.79248309,2.1468736,2.28446266,-21.47259867,13.16640931,13.48562426,28.4016767,-8.96588248,-2.47329651,-11.75264129,-6.95476231,1.04271497
47.345,-9.34068738,1.71040228,2.39128986,-22.89485648,12.15311639,13.14326105,28.37597071,-8.56159967,-2.43140417,-12.45656715,-7.28605122,0.74209545
47.35,-8.83956141,1.26715356,2.52064154,-24.36643432,11.04154074,12.77487278,28.34194478,-8.13747853,-2.38260559,-13.125453,-7.56804351,0.44102889
47.355,-8.30580429,0.80625384,2.63519441,-25.87894045,9.83362122,12.42393497,28.28467796,-7.69620667,-2.34621454,-13.76594202,-7.77853626,0.16885172
47.36,-7.70873825,0.34289882,2.75814134,-27.45237773,8.53597265,12.03376173,28.20553876,-7.24401324,-2.30261777,-14.33061644,-7.92425452,-0.10712529
47.365,-7.07832104,-0.13668539,2.87034047,-29.05732201,7.15056725,11.65663293,28.1074277,-6.77143671,-2.2794352,-14.86591774,-8.01143269,-0.35372689
47.37,-6.40160511,-0.62630845,2.97835571,-30.70207501,5.68364191,11.26884006,27.99331734,-6.28860376,-2.2583205,-15.3636898,-8.00783638,-0.59738365
47.375,-5.70784326,-1.14767263,3.07023073,-32.37176806,4.15710268,10.94718106,27.8259227,-5.77329917,-2.26390553,-15.78904934,-8.01339883,-0.7632327
47.38,-4.95638703,-1.66591724,3.17570826,-34.07147985,2.56396753,10.57651892,27.6583101,-5.25505605,-2.26790567,-16.1807928,-7.91582422,-0.95410171
47.385,-4.17154079,-2.1919498,3.27997849,-35.79153781,0.93323626,10.22206021,27.46581472,-4.72578079,-2.28108103,-16.52681449,-7.76175704,-1.12436891
47.39,-3.35379771,-2.72751737,3.38430538,-37.52486612,-0.71987426,9.87933188,27.25057594,-4.18467836,-2.30702759,-16.82791015,-7.55598541,-1.27725734
47.395,-2.50621239,-3.26980602,3.48860103,-39.26679997,-2.37797349,9.5532209,27.01410142,-3.63746234,-2.35545036,-17.09230576,-7.30785565,-1.41623586
47.4,-1.62015217,-3.80082497,3.62372033,-41.00750785,-4.01564168,9.2114755,26.76139102,-3.08764654,-2.38913775,-17.30359452,-6.986942,-1.55304163
47.405,-0.69686135,-4.32725918,3.75843978,-42.74657838,-5.61852735,8.85517636,26.50614724,-2.54580412,-2.44672851,-17.49790388,-6.61673737,-1.68466334
47.41,0.20439359,-4.87628634,3.88914793,-44.46596919,-7.15386401,8.63327777,26.1808369,-1.98256443,-2.53713852,-17.63031039,-6.30348402,-1.76644079
47.415,1.16019057,-5.39475655,4.06251372,-46.1717808,-8.61599926,8.33791321,25.86495391,-1.43731217,-2.61501969,-17.726562,-5.9092828,-1.86188294
47.42,2.1343878,-5.89397202,4.2530706,-47.85110725,-9.97133783,8.058006,25.53345253,-0.90260039,-2.70136317,-17.79183026,-5.48709744,-1.94724379
47.425,3.13361657,-6.36595434,4.46505782,-49.5014873,-11.198574,7.77628166,25.19936402,-0.38327673,-2.79370513,-17.83540135,-5.02910874,-2.02593863
47.43,4.15001609,-6.8133426,4.69149504,-51.11545636,-12.29999815,7.51595252,24.84859203,0.11514985,-2.89878364,-17.84646303,-4.55975754,-2.08995397
47.435,5.14389914,-7.24667907,4.9306771,-52.68439363,-13.2472878,7.32627269,24.4517931,0.61109822,-3.02553549,-17.82056469,-4.13468587,-2.13907013
47.44,6.14261942,-7.64567072,5.20027834,-54.20205633,-14.04144129,7.15352657,24.02529277,1.08717529,-3.1408412,-17.74279683,-3.70971514,-2.17798608
47.445,7.17990764,-7.99954639,5.47984164,-55.67934817,-14.66829322,6.96194236,23.63454162,1.52787657,-3.2871523,-17.68610706,-3.259926,-2.20665488
47.45,8.18493934,-8.31723011,5.77895258,-57.08635792,-15.12617975,6.81974664,23.18355815,1.95273838,-3.41070594,-17.56186686,-2.83657501,-2.22689407
47.455,9.21423034,-8.59483152,6.08459261,-58.4435682,-15.41575249,6.6819165,22.75567421,2.34636072,-3.56959019,-17.45270521,-2.41800587,-2.23176337
47.46,10.22729825,-8.82833484,6.40170065,-59.72620571,-15.53773296,6.56986953,22.29768576,2.71483817,-3.71564343,-17.3009163,-2.01314961,-2.22650469
47.465,11.23964129,-9.01647684,6.71664038,-60.94263595,-15.49827931,6.48165441,21.84256739,3.05164304,-3.87567317,-17.14995329,-1.62262934,-2.20772652
47.47,12.23604833,-9.16240157,7.03241098,-62.07972778,-15.30486787,6.41214302,21.36897108,3.36231242,-4.02978531,-16.97245796,-1.24712854,-2.17967983
47.475,13.22329644,-9.26842977,7.34399701,-63.1374809,-14.96120295,6.36386928,20.88867795,3.64564124,-4.19102428,-16.78166665,-0.89677847,-2.13364085
47.48,14.17770865,-9.33403013,7.64019272,-64.09983251,-14.47905598,6.30962477,20.37925527,3.90432147,-4.33675135,-16.55302993,-0.57123978,-2.08687404
47.485,15.14972084,-9.35449473,7.93788897,-64.99095316,-13.88314742,6.34316967,19.90392805,4.12544329,-4.51153321,-16.35370267,-0.21945692,-2.00431359
47.49,16.05717861,-9.35742152,8.18847365,-65.77558596,-13.16414516,6.28824036,19.38077662,4.34077072,-4.65203553,-16.11584991,0.03989986,-1.93425799
47.495,16.95769486,-9.32029737,8.42643583,-66.47139837,-12.35306886,6.28540057,18.86827528,4.52364585,-4.79853369,-15.88259266,0.31794354,-1.84859717
47.5,17.83599426,-9.24540349,8.6456942,-67.06212443,-11.47098672,6.32334133,18.34872423,4.67482983,-4.94890037,-15.62931425,0.60223983,-1.74292053
47.505,18.6822282,-9.15206061,8.82650274,-67.55615592,-10.52473248,6.34542624,17.82591936,4.80954044,-5.08515467,-15.38289419,0.85703496,-1.62584169
47.51,19.49504434,-9.03791575,8.96837328,-67.94598374,-9.5402258,6.35258939,17.29742631,4.92526211,-5.20534787,-15.13069288,1.0949798,-1.50572333
47.515,20.27843571,-8.90443099,9.07755215,-68.23093352,-8.52870827,6.37968582,16.76644726,5.01948716,-5.31985156,-14.8742419,1.32820624,-1.36713517
47.52,21.03041982,-8.74722334,9.15457808,-68.42000044,-7.52497653,6.35042685,16.23964519,5.09325881,-5.40246165,-14.63631322,1.54112697,-1.2442999
47.525,21.74482941,-8.58771149,9.18550881,-68.48516897,-6.50871209,6.44243573,15.69680875,5.14554945,-5.51810096,-14.36184782,1.77421747,-1.04951639
47.53,22.42613664,-8.43779662,9.1637235,-68.45418764,-5.53607641,6.42671922,15.15891599,5.20136611,-5.57832109,-14.09812806,1.98070793,-0.8869884
47.535,23.0750219,-8.27537731,9.11196188,-68.32211392,-4.60353017,6.42199773,14.62254198,5.23752702,-5.62323068,-13.84155864,2.18664793,-0.71050084
47.54,23.69220484,-8.1101804,9.0223045,-68.08955789,-3.72648592,6.39557574,14.08728714,5.25966494,-5.64865033,-13.58399572,2.38729025,-0.53460392
47.545,24.26515835,-7.95995996,8.87722692,-67.74925205,-2.90947342,6.39485738,13.5453317,5.27176388,-5.67687308,-13.32633061,2.59773183,-0.32704782
47.55,24.8066365,-7.80331581,8.71093664,-67.31466501,-2.16540479,6.37374955,13.0048433,5.26972288,-5.68050691,-13.07234246,2.80263538,-0.11056866
47.555,25.31592785,-7.66848649,8.49823628,-66.78588396,-1.5005466,6.33264528,12.46713454,5.26753703,-5.66460733,-12.81965924,3.0094155,0.10383252
47.56,25.7918467,-7.5471169,8.25180744,-66.16510261,-0.9100353,6.28059699,11.93134591,5.2611123,-5.62892415,-12.57061603,3.21848316,0.3247511
47.565,26.23512673,-7.44044218,7.97536083,-65.45505087,-0.39974636,6.21819695,11.39675627,5.25082207,-5.57605557,-12.32333677,3.42914704,0.55050201
47.57,26.64490599,-7.35030538,7.67107132,-64.65925773,0.03288821,6.14731778,10.86146975,5.23777111,-5.50965478,-12.07758307,3.64228835,0.78618724
47.575,27.02539568,-7.28061447,7.34393062,-63.78034624,0.3920038,6.0653858,10.32911682,5.22653594,-5.42892019,-11.83306122,3.8564859,1.02146801
47.58,27.37314221,-7.22642145,6.99211887,-62.82255601,0.68096235,5.97647014,9.79626027,5.2124592,-5.33220587,-11.58941192,4.07584758,1.26479942
47.585,27.69463267,-7.19435966,6.62583409,-61.78869226,0.90489662,5.88027952,9.2661366,5.20339931,-5.22625108,-11.34560669,4.2949696,1.50620075
47.59,27.99286163,-7.18579019,6.23478772,-60.67970217,1.09042167,5.77378516,8.74701863,5.19640268,-5.11874705,-11.10973086,4.5071474,1.73882129
47.595,28.26213247,-7.19268589,5.84125138,-59.50094507,1.21294185,5.66797426,8.22249585,5.19361151,-4.99093298,-10.86420028,4.72199214,1.97938693
47.6,28.49186315,-7.217725,5.45948001,-58.25762425,1.26329008,5.56104693,7.67535346,5.20287686,-4.8506645,-10.60506997,4.95959342,2.2389327
47.605,28.71801372,-7.26494679,5.04491491,-56.94346694,1.31730187,5.45185548,7.1639908,5.20919194,-4.72036095,-10.36175399,5.16392905,2.47025566
47.61,28.90928461,-7.32938134,4.64805445,-55.57022735,1.31707173,5.34482051,6.63124813,5.2306084,-4.5823695,-10.10236959,5.38658338,2.70938479
47.615,29.08531772,-7.40932241,4.24843115,-54.13349657,1.30476484,5.24209636,6.1093201,5.25586522,-4.44458788,-9.84148229,5.59185446,2.94207808
47.62,29.23234958,-7.5036257,3.86293475,-52.63906995,1.26766596,5.1423517,5.57507275,5.29259892,-4.30990799,-9.57067283,5.80806961,3.17553228
47.625,29.35220933,-7.60737375,3.50130541,-51.08906775,1.21960723,5.04765602,5.02788289,5.34043467,-4.18139381,-9.28525452,6.02947038,3.41052897
47.63,29.50394678,-7.72294499,3.13297039,-49.47795894,1.18113726,4.98298378,4.53903816,5.39032208,-4.04272787,-8.99622335,6.16916581,3.61823464
47.635,29.5734573,-7.85888651,2.76054047,-47.81153712,1.11772951,4.90705516,3.99201568,5.45200624,-3.91800725,-8.70998323,6.38827813,3.84203042
47.64,29.64412483,-7.99727061,2.41825574,-46.09446545,1.0666035,4.85173138,3.45693851,5.52274955,-3.81488785,-8.40565797,6.56581912,4.05860511
47.645,29.69345996,-8.14580075,2.0898868,-44.32708605,1.01431343,4.81332484,2.91797866,5.60510489,-3.71899711,-8.09441549,6.74746003,4.27092552
47.65,29.72166858,-8.30228483,1.77793338,-42.51176594,0.97017765,4.79227177,2.37510998,5.69900522,-3.64759428,-7.77629094,6.92947619,4.47588333
47.655,29.72715259,-8.4633998,1.47408453,-40.64629207,0.92836797,4.79262411,1.82930934,5.79870199,-3.57575013,-7.44995596,7.09367394,4.68861522
47.66,29.68252392,-8.63483868,1.19447925,-38.74105649,0.90310772,4.81547052,1.24905743,5.91786833,-3.54265606,-7.12172402,7.31237148,4.90148313
47.665,29.64345951,-8.80382233,0.92559061,-36.79269164,0.87452643,4.86597365,0.69365114,6.03775454,-3.49887581,-6.78286432,7.48006491,5.11717332
47.67,29.58569691,-8.97734991,0.67368766,-34.81109239,0.85405234,4.9397062,0.13673713,6.16910707,-3.46868716,-6.44003212,7.64495082,5.3304056
47.675,29.50250025,-9.15214151,0.43285068,-32.79791501,0.83721911,5.03972897,-0.42614793,6.30611943,-3.44841802,-6.0956677,7.80538864,5.55475288
47.68,29.40281265,-9.33076413,0.20812973,-30.76117546,0.82002553,5.16197305,-0.98754336,6.45405931,-3.44064443,-5.75192121,7.96775705,5.78025944
47.685,29.2829008,-9.51081712,-0.00102655,-28.70887023,0.80348944,5.30666468,-1.55129743,6.60956575,-3.44470381,-5.41167898,8.13325796,6.01483901
47.69,29.14862227,-9.69228863,-0.19164621,-26.64969601,0.78353667,5.4689678,-2.11223403,6.77302601,-3.45870787,-5.07758657,8.30278448,6.25628383
47.695,28.99766362,-9.87578989,-0.36593445,-24.59391818,0.7586525,5.64761334,-2.67323583,6.94386187,-3.48319903,-4.7541146,8.47997695,6.5109524
47.7,28.83855627,-10.05789702,-0.5138404,-22.55047902,0.71943245,5.83296819,-3.22704382,7.11942106,-3.50680837,-4.44080195,8.66050766,6.77149701
47.705,28.66810571,-10.24293863,-0.63942498,-20.53365938,0.67619385,6.02437507,-3.77803215,7.30239265,-3.54139718,-4.14539556,8.85759994,7.04640319
47.71,28.49446286,-10.42898487,-0.73656329,-18.5549708,0.62403614,6.21156436,-4.318868,7.4904506,-3.57979357,-3.87077893,9.06970999,7.3303313
47.715,28.31889083,-10.6172869,-0.80543165,-16.62796001,0.56014767,6.39052257,-4.84944029,7.68307,-3.62008212,-3.62089365,9.29671745,7.62498554
47.72,28.14467873,-10.80467667,-0.8427306,-14.76593896,0.49199449,6.55441702,-5.36708711,7.87585677,-3.65930231,-3.39797798,9.54162967,7.9293755
47.725,27.97464412,-10.99078196,-0.85053749,-12.98287412,0.4246491,6.70024564,-5.86995583,8.06705812,-3.69930504,-3.20609269,9.80762711,8.24328062
47.73,27.81148429,-11.17627702,-0.8292714,-11.290143,0.35422769,6.82391745,-6.35430915,8.2553468,-3.73566664,-3.05097098,10.09179883,8.56401423
47.735,27.73276624,-11.39076113,-0.73496343,-9.71814338,0.25680536,6.92569099,-6.74965389,8.4769617,-3.71867041,-2.95471404,10.36148798,8.74397967
47.74,27.51185891,-11.53333326,-0.71990951,-8.21102531,0.22640981,6.98489209,-7.25988897,8.60227829,-3.78962522,-2.85787669,10.71391432,9.20540646
47.745,27.37937206,-11.69910634,-0.63098976,-6.84223247,0.17286962,7.03769989,-7.67998457,8.75761651,-3.8196541,-2.82474962,11.05571925,9.53997245
47.75,27.3154959,-11.88253234,-0.50045869,-5.6065601,0.11112631,7.09000451,-8.02070602,8.92866788,-3.78415101,-2.85523226,11.36808189,9.70170423
47.755,27.14109143,-11.99526374,-0.44612098,-4.4566716,0.09099854,7.04154384,-8.43800323,9.00112619,-3.83471458,-2.9077636,11.77810462,10.16490989
47.76,27.03239299,-12.11094457,-0.3401511,-3.44985912,0.06066123,7.02016094,-8.7855361,9.08364876,-3.84895947,-3.02090586,12.16411844,10.49892864
47.765,26.93659587,-12.21254019,-0.24690335,-2.56702779,0.04118344,6.97573053,-9.09798442,9.14122812,-3.84142053,-3.19083006,12.55254646,10.79416683
47.77,26.84619319,-12.28916132,-0.15960187,-1.8088091,0.02447985,6.91676165,-9.38577087,9.16624644,-3.82980913,-3.41132769,12.94406748,11.08748923
47.775,26.76334545,-12.34250805,-0.08675604,-1.17523119,0.01492608,6.84430365,-9.64392702,9.16034818,-3.80629718,-3.68942311,13.34066076,11.36264537
47.78,26.68721778,-12.36988636,-0.02659265,-0.66526635,0.00567859,6.76356179,-9.87445358,9.12237776,-3.77555737,-4.02085161,13.73048657,11.62081339
47.785,26.61362977,-12.36944044,0.02166325,-0.27756712,-0.01052613,6.67273436,-10.0787755,9.05131885,-3.74388685,-4.41303568,14.10992408,11.87748639
47.79,26.56571956,-12.35643807,0.07658755,-0.01103178,-0.01020816,6.61399619,-10.24831515,8.96970471,-3.66286472,-4.84305527,14.47734381,12.00163271
47.795,26.50607193,-12.30482846,0.08287525,0.14314025,-0.02520576,6.51055937,-10.38870982,8.8350647,-3.59088064,-5.35456521,14.84406052,12.18481448
47.8,26.4352959,-12.2072647,0.07093908,0.1863647,-0.0862497,6.36214089,-10.51570827,8.64608983,-3.55520996,-5.91573016,15.15365279,12.47352956
47.805,26.39470494,-12.10386797,0.08553082,0.11997171,-0.10329958,6.27865608,-10.60367913,8.46463857,-3.4649893,-6.52534057,15.45541538,12.55018064
47.81,26.34447975,-11.96271187,0.0520396,-0.04801048,-0.20411277,6.11965987,-10.6676044,8.22519498,-3.38086881,-7.19457948,15.70888795,12.7487523
47.815,26.31331745,-11.80087308,0.04357051,-0.31839373,-0.24341221,6.02499888,-10.70194512,7.98207542,-3.28628405,-7.91567541,15.93311212,12.78050313
47.82,26.27645463,-11.6114187,0.01023081,-0.6613012,-0.35409567,5.89239553,-10.70283866,7.69470516,-3.17076421,-8.69578102,16.10811161,12.85370699
47.825,26.24245986,-11.41008677,-0.00889505,-1.08671595,-0.55007482,5.67521142,-10.67878762,7.39393872,-3.04440947,-9.53097029,16.22530501,12.97710342
47.83,26.22123828,-11.16999198,-0.03209347,-1.60092559,-0.67941782,5.53669073,-10.63269178,7.06727408,-2.92631627,-10.40805638,16.28714896,12.98512837
47.835,26.20011214,-10.92771589,-0.03326499,-2.15846414,-0.91718057,5.31704479,-10.54037465,6.72779446,-2.78514242,-11.35663505,16.28688916,13.01164082
47.84,26.17850847,-10.6404833,-0.0536568,-2.78464724,-1.08640872,5.17240509,-10.43799519,6.35440112,-2.66380173,-12.33713588,16.19900155,12.99370212
47.845,26.16630753,-10.363601,-0.03553223,-3.43989386,-1.3900589,4.91786291,-10.27561245,5.98431533,-2.50769353,-13.39894132,16.0725786,12.96483746
47.85,26.13712655,-10.03456389,-0.03565916,-4.14499387,-1.58293236,4.78155378,-10.12072128,5.57257016,-2.39375446,-14.47728266,15.80444513,12.93691769
47.855,26.13168774,-9.72185852,0.00704112,-4.8567435,-1.94218026,4.48591476,-9.88256009,5.17537947,-2.22508563,-15.64729687,15.52857605,12.85784676
47.86,26.10064661,-9.36947532,0.02694425,-5.58706533,-2.22127855,4.29891289,-9.64227843,4.74332772,-2.11153724,-16.84846509,15.11381952,12.79537376
47.865,26.06744328,-9.00191641,0.06436846,-6.32365288,-2.52005125,4.09048427,-9.36368419,4.29869818,-1.9830283,-18.09879168,14.61129285,12.72077104
47.87,26.00191312,-8.6109018,0.08180924,-7.07428218,-2.72795823,3.97353542,-9.09190808,3.83471904,-1.89933542,-19.3777827,13.97823867,12.69228728
47.875,25.9778143,-8.21848252,0.16573333,-7.78988217,-3.06677351,3.66783029,-8.70263871,3.3739334,-1.74931535,-20.74053975,13.28819668,12.54829886
47.88,25.86165544,-7.7894476,0.1774713,-8.48165202,-3.25469326,3.61430389,-8.36689052,2.87048211,-1.7034506,-22.12675318,12.4579684,12.54319386
47.885,25.78980829,-7.35253951,0.21853224,-9.14444399,-3.58467633,3.42822426,-7.92400422,2.36774461,-1.58192651,-23.57346395,11.55542371,12.40055817
47.89,25.67807983,-6.89648292,0.25822779,-9.78110341,-3.7825745,3.29758259,-7.4740888,1.84532416,-1.50919886,-25.05594142,10.50457208,12.3166106
47.895,25.53781047,-6.42328636,0.26389662,-10.39451983,-3.93849007,3.21444526,-7.00711122,1.30434703,-1.46700431,-26.57394327,9.34853231,12.25874507
47.9,25.38076055,-5.93367629,0.27831993,-10.94821444,-4.08047178,3.13036721,-6.48617214,0.74681878,-1.41495507,-28.13560894,8.07644333,12.16227442
47.905,25.22787255,-5.43694121,0.32126402,-11.46334796,-4.16150205,3.01372033,-5.90280997,0.18963933,-1.33872989,-29.73920637,6.68904945,11.98739681
47.91,25.01051923,-4.9136133,0.3023247,-11.93818057,-4.22025623,3.00228565,-5.3354407,-0.40632139,-1.32539277,-31.36402753,5.21550688,11.95117745
47.915,24.79596567,-4.38452534,0.3175781,-12.34744714,-4.24513539,2.96832568,-4.69362112,-0.99840888,-1.25737943,-33.0240045,3.62161044,11.77499578
47.92,24.5608259,-3.8444435,0.3116883,-12.72488025,-4.20768491,2.94660694,-4.02438165,-1.60452687,-1.20839137,-34.70223713,1.94901465,11.6073383
47.925,24.30510054,-3.29716117,0.29535597,-13.05779345,-4.12991565,2.93945765,-3.32107626,-2.21864103,-1.15881885,-36.40102217,0.20317533,11.42171336
47.93,24.04182733,-2.74451053,0.26891892,-13.35794019,-3.98737889,2.93198263,-2.57867822,-2.83549923,-1.10268774,-38.11093357,-1.60083059,11.17890382
47.935,23.73446899,-2.17710743,0.2252445,-13.60194589,-3.87102021,2.9562745,-1.82625098,-3.47320447,-1.05072913,-39.82758096,-3.42165157,11.03247574
47.94,23.42453607,-1.61387722,0.1921412,-13.80317131,-3.68792802,2.97282671,-1.0259931,-4.09799602,-0.96557998,-41.54422147,-5.2689444,10.76925776
47.945,23.10104888,-1.05082353,0.15893175,-13.96490741,-3.46354518,2.99118191,-0.19530537,-4.71784257,-0.86514207,-43.2538933,-7.09930632,10.47755403
47.95,22.76455256,-0.49176688,0.12235882,-14.08918355,-3.2128818,3.01196318,0.66384842,-5.32827163,-0.7450531,-44.95186338,-8.89095108,10.1587338
47.955,22.43445996,0.05322208,0.09231516,-14.19607842,-2.87904363,3.02111507,1.55929922,-5.91337642,-0.60841155,-46.63219983,-10.61852071,9.74618266
47.96,22.05490198,0.60233655,0.04582239,-14.23614812,-2.63106791,3.05059374,2.45553439,-6.50149823,-0.4439584,-48.28703638,-12.24599593,9.45729008
47.965,21.67450171,1.13412123,0.00836822,-14.25313456,-2.31979568,3.0640003,3.37914603,-7.06038869,-0.25991156,-49.91197236,-13.76703172,9.09600911
47.97,21.28929056,1.64715045,-0.03018981,-14.24928143,-1.99083226,3.07367951,4.32310417,-7.58764267,-0.05486558,-51.50232814,-15.1538703,8.71006773
47.975,20.9290386,2.12917956,-0.07155912,-14.24901921,-1.6184495,3.08067016,5.30270542,-8.06668411,0.1637414,-53.05674952,-16.40780588,8.24085886
47.98,20.51370636,2.60295617,-0.11698808,-14.18654507,-1.30634451,3.08738346,6.26768629,-8.53188815,0.41165653,-54.56303296,-17.47318203,7.88208153
47.985,20.10685006,3.04815145,-0.15239934,-14.10983893,-0.96652317,3.08770277,7.25538525,-8.94764644,0.68192832,-56.01962283,-18.37981927,7.47619088
47.99,19.70120961,3.45727422,-0.17592856,-14.00472636,-0.6074511,3.08855934,8.26179485,-9.30858275,0.96931353,-57.41765764,-19.11807746,7.05344761
47.995,19.249308,3.85666601,-0.22124704,-13.86889931,-0.31260797,3.08111339,9.23982053,-9.64960894,1.27280906,-58.75907539,-19.63905174,6.70497203
48,18.82823235,4.21247156,-0.25915108,-13.7402486,0.00666187,3.07373013,10.24665903,-9.92671546,1.58365144,-60.03945389,-20.00336594,6.30754893
48.005,18.36609955,4.54210235,-0.28566543,-13.55700854,0.32014715,3.05901684,11.22943862,-10.15974659,1.90325453,-61.23884983,-20.17431509,5.94965189
48.01,17.94248477,4.83390393,-0.32566439,-13.4062514,0.61427605,3.05659785,12.2392575,-10.33953813,2.22795116,-62.3812687,-20.18759126,5.56988843
48.015,17.47121,5.09773653,-0.353835,-13.19714506,0.90095252,3.04500937,13.21156083,-10.47732318,2.54709398,-63.42922379,-20.01672529,5.22120277
48.02,16.97637471,5.32144627,-0.36528931,-13.0156593,1.2375152,2.99267239,14.13590163,-10.55972681,2.84885076,-64.39565537,-19.70296205,4.89779389
48.025,16.55927233,5.53446278,-0.42630942,-12.7870612,1.41581303,3.04819721,15.15586243,-10.62069698,3.17444502,-65.29062085,-19.2302984,4.54285675
48.03,16.05662022,5.67943055,-0.44481326,-12.57523748,1.72668298,3.00044307,16.05444273,-10.59864649,3.4611172,-66.07289644,-18.63549474,4.20870908
48.035,15.63271614,5.84824996,-0.50249447,-12.33996029,1.90873628,3.07363297,17.03777101,-10.59672302,3.75690671,-66.79095483,-17.90403175,3.92122768
48.04,15.15941801,5.95870397,-0.53645806,-12.1068816,2.1455163,3.09582206,17.94052897,-10.52559952,4.01966573,-67.39349757,-17.0733169,3.62268384
48.045,14.64755743,6.01145039,-0.57456421,-11.84986863,2.38180501,3.07399885,18.78166475,-10.39181266,4.24670076,-67.87262032,-16.1857764,3.28830147
48.05,14.21530368,6.10206201,-0.64664394,-11.60058261,2.58591587,3.20814186,19.696191,-10.29890212,4.48614148,-68.29394167,-15.16210293,3.13430655
48.055,13.71921643,6.14931735,-0.66310149,-11.35216046,2.78123091,3.24765291,20.50370854,-10.15871396,4.66261098,-68.58948514,-14.1455194,2.82468951
