time,hip_flexion_velocity_r,hip_adduction_velocity_r,hip_rotation_velocity_r,knee_velocity_r,ankle_velocity_r,subtalar_velocity_r,hip_flexion_velocity_l,hip_adduction_velocity_l,hip_rotation_velocity_l,knee_velocity_l,ankle_velocity_l,subtalar_velocity_l
35.09,-55.6473227269337,-2.37081734947656,-3.60181156394904,-35.1158543215834,74.5579825180497,61.2942636591577,-10.7342969089309,-9.70105966597818,13.8957492448575,150.947409079605,-14.9360936991689,-19.7740060190842
35.095,-52.5745704889174,-6.90062166091503,-4.43093832737364,-42.4762436383177,75.4344142623887,59.2994706569814,-8.24297245284496,-5.58302507852984,13.2551619572846,124.069512126754,-20.2568217919702,-25.2497342297108
35.1,-49.426078538264,-11.5366631849595,-5.1309425826511,-49.9829782706781,75.7482190210558,56.7783819451768,-5.66797162671519,-1.25555043886816,12.6311500131854,97.1101170297966,-25.6271787940533,-30.3658412937431
35.105,-46.1878941119708,-16.2366014734769,-5.687021924293,-57.6230916695838,75.4152243044326,53.7526000290996,-3.04078273649349,3.25089676153099,12.0681162758889,70.3258065019389,-31.0049181216998,-35.0890966096408
35.11,-42.8440749919616,-20.9585437585695,-6.08576740672028,-65.3871476048549,74.3515302008977,50.2541802589875,-0.394565683153737,7.90294810491862,11.6053068755113,43.969667103095,-36.34262181826,-39.3936541867504
35.115,-39.376999196664,-25.6620422595258,-6.31562924035539,-73.2692511309649,72.474705059139,46.3248285871309,2.23616986991155,12.6652028284644,11.2756201282577,18.287234378348,-41.5871559942271,-43.2607415793904
35.12,-35.7677529147104,-30.3090324751023,-6.36735508943572,-81.2668983131955,69.7051126016165,42.0148282425837,4.81592149906336,17.5011412771642,11.1046137465842,-6.48737648702994,-46.6794131656161,-46.6782095219842
35.125,-31.9965902818944,-34.8646777386875,-6.23438060842869,-89.3806683982761,65.9673718717585,37.3817228007514,7.30858329084792,22.374044034035,11.1097442709531,-30.1350765377516,-51.5543918544081,-49.6399724376813
35.13,-28.0434555115557,-39.2980888530182,-5.91315301139361,-97.6137676799699,61.191946401149,32.4887906320112,9.67786391627585,27.2478786527951,11.2998647890146,-52.4550751133129,-56.1416472349131,-52.1453712963278
35.135,-23.8885549806652,-43.5828924445029,-5.40337052769068,-105.971439568475,55.3168529121767,27.4033522861837,11.8877293188571,32.0881187538736,11.6749980503359,-73.2677566751102,-60.3661280280873,-54.1984900188987
35.14,-19.5129642875294,-47.6976275778647,-4.70812346474208,-114.460260101682,48.2894728613758,22.1949578146096,13.9028649671189,36.8624645930572,12.2263924116923,-92.4171109142254,-64.1493951656765,-55.8074549203065
35.145,-14.8992531750309,-51.6259569155954,-3.83392619801691,-123.087342165147,40.0684423881133,16.9335052933503,15.6891516689402,41.5414398209983,12.9368580785092,-109.772675436961,-67.4111979505352,-56.9837438485544
35.15,-10.0321096748376,-55.3566860112176,-2.79063365179645,-131.859474867591,30.6255880248322,11.6873448366346,17.2141479491384,46.0988457151947,13.7813712730424,-125.230961710179,-70.071364497972,-57.7415280346349
35.155,-4.89894397361174,-58.8835918700943,-1.59124059098897,-140.782226733125,19.947867178798,6.5214240617666,18.4475710178434,50.5120613344695,14.7279246746336,-138.716346705489,-72.0519460525835,-58.0970654796972
35.16,0.509547590413563,-62.2050693725697,-0.251567132024661,-149.859042555622,8.03926430732727,1.49553111369828,19.3617674834644,54.7621854575667,15.7385941191978,-150.181424601696,-73.2795401351863,-58.0681601780842
35.165,6.19887728536226,-65.3236112137592,1.21016092642903,-159.090363868134,-5.07741369467591,-3.33731018398183,19.9321642704459,58.8340234583977,16.7707844381759,-159.606824773161,-73.6877060495642,-57.6736967767382
35.17,12.1703368839808,-68.2451433812978,2.77382330747426,-168.472802004922,-19.358905645992,-7.93224178453345,20.1376897628419,62.7159290928706,17.7786117344238,-167.000513871354,-73.2193785999925,-56.9332556202935
35.175,18.4206598568703,-70.9782436245114,4.41798971612956,-177.998390749715,-34.7400952141166,-12.2537232170817,19.9611550762985,66.3995172204632,18.7143755565192,-172.396610869188,-71.8291823335727,-55.8668088294949
35.18,24.9417871563731,-73.5332746618865,6.12055530657012,-187.653942674285,-51.1329111866497,-16.2763940305709,19.3895856058901,69.8792684973168,19.5300724894854,-175.85375422188,-69.4855494226756,-54.4944943985183
35.185,31.7207455193318,-75.9214668809472,7.8594018090199,-197.420529605412,-68.4255993652216,-19.9856151266776,18.4144936165791,73.1520508663923,20.1789026629692,-177.453069537131,-66.1725494105316,-52.8364624301824
35.19,38.7396434721492,-78.1539869388097,9.61305690205218,-207.273103403452,-86.4824341863711,-23.3776663682972,17.0320836217856,76.2165851399314,20.6167224988131,-177.295794127824,-61.8913482118886,-50.912785546335
35.195,45.9757862473533,-80.2410289466665,11.3613235013401,-217.180268555179,-105.143932802664,-26.459588002374,15.2433835946882,79.0728830811987,20.8034004845488,-175.500621307531,-56.6612265342076,-48.7434240995594
35.2,53.4019067903695,-82.1909638511968,13.0858509641321,-227.104213186612,-124.227625829364,-29.2486643642968,13.0542966355383,81.7216861756353,20.7040376200358,-172.200832110082,-50.5201036773856,-46.348235988156
35.205,60.9865061367055,-84.009580288637,14.7706218306804,-237.00080020577,-143.529427263793,-31.7715597469339,10.4755695298081,84.1639318215259,20.2900201672637,-167.541285139609,-43.5245307772248,-43.7470205853066
35.21,68.6942928441537,-85.6994466870706,16.4023306291914,-246.819815553678,-162.825631351026,-34.0631278793602,7.52267661818714,86.4002710921763,19.5398791447605,-161.67533637451,-35.7491371684221,-40.9595864574334
35.215,76.4867080368997,-87.2594198898621,17.9706353873219,-256.50536617207,-181.875546726677,-36.1649278111853,4.21561950417497,88.4306587182169,18.4399383509943,-154.761759955393,-27.2855338109667,-38.0058330785253
35.22,84.3225201006297,-88.6843202374049,19.4682676848548,-265.99641642345,-200.424758485185,-38.1234897712407,0.578645291272354,90.2540317175432,16.9847402690212,-146.961738307931,-18.2406977912995,-34.9058375517753
35.225,92.1584712612021,-89.964787064657,20.8909931452788,-275.227448425788,-218.208987503062,-39.9883843768476,-3.36011179342815,91.8680883835906,15.1772466874868,-138.435985481297,-8.73488095677862,-31.6799383425274
35.23,99.9499572321031,-91.0873221740804,22.2374209247694,-284.129229194631,-234.958494160688,-41.8101569875466,-7.5690584587055,93.2691743748988,13.0288179664665,-129.342061506019,1.10089699822437,-28.348809108149
35.235,107.651720798243,-92.0345222555289,23.5086676792818,-292.629665640036,-250.402951416598,-43.6381955699092,-12.0136312973154,94.4522776600505,10.5589812939107,-119.831928098688,11.1276959000903,-24.9335167468181
35.24,115.218540545686,-92.7854946713639,24.7078883147567,-300.654727320813,-264.276690909911,-45.5186047554589,-16.6568362840335,95.4111292746775,7.79500378772348,-110.049787418102,21.2017560823929,-21.4555586661027
35.245,122.605896902488,-93.3164447292943,25.8396922184939,-308.129416428558,-276.324206376547,-47.4921605445778,-21.4598273272682,96.1384024430214,4.77129075214171,-100.130236126191,31.1777578301875,-17.9368749624379
