time,Pelvis_V_ACCX,Pelvis_V_ACCY,Pelvis_V_ACCZ,Pelvis_V_GYROX,Pelvis_V_GYROY,Pelvis_V_GYROZ,LThigh_V_ACCX,LThigh_V_ACCY,LThigh_V_ACCZ,LThigh_V_GYROX,LThigh_V_GYROY,LThigh_V_GYROZ,RThigh_V_ACCX,RThigh_V_ACCY,RThigh_V_ACCZ,RThigh_V_GYROX,RThigh_V_GYROY,RThigh_V_GYROZ,LShank_V_ACCX,LShank_V_ACCY,LShank_V_ACCZ,LShank_V_GYROX,LShank_V_GYROY,LShank_V_GYROZ,RShank_V_ACCX,RShank_V_ACCY,RShank_V_ACCZ,RShank_V_GYROX,RShank_V_GYROY,RShank_V_GYROZ,LFoot_V_ACCX,LFoot_V_ACCY,LFoot_V_ACCZ,LFoot_V_GYROX,LFoot_V_GYROY,LFoot_V_GYROZ,RFoot_V_ACCX,RFoot_V_ACCY,RFoot_V_ACCZ,RFoot_V_GYROX,RFoot_V_GYROY,RFoot_V_GYROZ
35.05,0.761010650196308,9.40502430754729,0.187206552242518,-40.8468499436337,-26.7292954389125,-11.6170979498784,6.09002474524904,8.41330105398371,0.0354015210793082,-13.1222709115053,-25.0465805164309,-35.6691857347583,1.04668857011574,10.5121707675526,-0.577128224656316,-8.46253638662911,-39.3091720826306,-84.6831763802353,-9.60815319758301,13.1480553828136,1.11037836443578,-6.88722967554564,-27.4496867422148,298.620973413947,0.472143521539348,9.51209046370354,-0.521171157539178,-8.67352930722059,-39.2638818683186,-68.6425465000678,-25.4010601497306,12.8248556659094,4.54665961227293,-3.80938374138088,-73.023175695275,311.837845163995,0.355195342833163,10.0407672203413,-2.01127714050016,25.4981987365235,-12.0430632024873,-14.7293951582001
35.055,0.701205504607474,9.54270364353888,0.267354216020475,-39.208957946525,-27.0237204372213,-11.8344905437176,6.61915987323845,8.87464998004405,-0.158244500715664,-13.8363609601383,-27.0708648010919,-34.6763280447396,1.11955221802718,10.6447857899862,-0.653403467380009,-9.03177706544334,-40.710433701389,-82.1194679679859,-9.4175399825353,12.5085074340434,1.12499136245353,-7.94414451967271,-29.3710776059014,281.713075751523,0.51572041969901,9.52727402821869,-0.590108590734323,-9.29787222942508,-40.6513213246901,-71.4968047482918,-25.9259553683825,10.9966151681575,4.4836325290941,-1.49010455832042,-70.3148962970817,291.934233955112,0.359074245167611,10.0609323693653,-2.07707545026109,25.4951911373993,-12.645785001047,-15.0093162354066
35.06,0.642298114419621,9.68841945770836,0.356465649229719,-37.2066238344759,-27.3620992456081,-11.8992616065235,7.123368309778,9.32895678402287,-0.35060493647246,-14.5684364073195,-28.8403154530875,-33.2379071331996,1.18392012074871,10.7758649695676,-0.743572985184747,-9.60690822325002,-41.9966892067227,-79.3746536498761,-9.31126846586859,11.7770555243602,1.100142082824,-9.12776696427897,-31.0199303684852,263.469267058171,0.54050516313246,9.55381623254542,-0.662997381740568,-9.91003335891536,-41.9271467193243,-74.498897823256,-26.4584715776075,9.11352835761121,4.34238608757327,0.530556813294284,-66.9603999546205,270.492619929725,0.352788774752426,10.0750410873444,-2.14785635400105,25.2617970890745,-13.3494353597258,-15.3954600698489
35.065,0.586558962079344,9.84201001959642,0.453341041263519,-34.8510312195131,-27.719446908979,-11.819600131074,7.59626975331208,9.77045870367123,-0.537415566615267,-15.3184610261141,-30.3610355464027,-31.3806824754249,1.24008509274242,10.905761699459,-0.84676659439419,-10.1879549319875,-43.1282472244268,-76.4665766242481,-9.31414804632951,10.9837371214713,1.04054111357321,-10.4029235200544,-32.4004019356411,244.007871748764,0.546086806765504,9.59354982195446,-0.738467810850346,-10.5064481065992,-43.0528404687565,-77.6422159975616,-27.0166595874541,7.22206245265714,4.14003190007707,2.25684198122127,-63.0411519084714,247.648095540115,0.336055378397387,10.0825248431933,-2.22330989695497,24.7802662762477,-14.1521305964824,-15.9362162762246
35.07,0.536160143041681,10.0031010979306,0.556485169245505,-32.1585937670048,-28.0703635361619,-11.6068355456398,8.03193982129055,10.1935822256053,-0.714591119785167,-16.0864769387363,-31.6451211307003,-29.1381756637087,1.28880649815249,11.0350409950425,-0.961899817626863,-10.7749890373268,-44.0666272949521,-73.4141205709803,-9.36224492839922,10.1839414643953,0.951945940346104,-11.7365080887969,-33.5256032632562,223.465579421599,0.532900898904416,9.64807113053795,-0.81506213610315,-11.0839777593832,-43.9911233958643,-80.920106134818,-27.5308960505403,5.3951369515996,3.89142589020928,3.69822194724459,-58.6538825533053,223.550680110109,0.309279255445997,10.0826855072515,-2.30286408678272,24.04061299674,-15.0505560871661,-16.686045893231
35.075,0.493094964399816,10.1711006515296,0.664183757200747,-29.1507551128195,-28.3897167345055,-11.2751388331387,8.42502697736332,10.5930745716091,-0.878379285118529,-16.8724897864992,-32.7103346294308,-26.5501575241171,1.33129732173594,11.1644431652045,-1.08768061095998,-11.3680671816439,-44.7753592220455,-70.2364413175112,-9.37179125982381,9.42930929244907,0.840775756827174,-13.0985621524909,-34.4168415557266,201.995562403657,0.502256238574055,9.71868018214947,-0.891213691488797,-11.6401116024906,-44.7067368248579,-84.3259321522414,-27.9122720550254,3.70105738952975,3.61033966092843,4.86820013847745,-53.907561143291,198.364310932915,0.273572627517436,10.0746793450648,-2.3856042778941,23.0414005446971,-16.0399907056092,-17.7050480694567
35.08,0.459102045228062,10.3452004656759,0.774589512413562,-25.8536352474035,-28.653274010934,-10.8411501792951,8.77085034187963,10.9641227042387,-1.0255085496115,-17.676320702982,-33.579556992521,-23.6619864591705,1.36918734955562,11.2948377763257,-1.22261278858966,-11.9671811156199,-45.2207109897744,-66.9521811491875,-9.31603659701208,8.74834813303217,0.71378905952923,-14.4629949056583,-35.1025452827042,179.765248038987,0.456316973282609,9.80633660411938,-0.965224391226506,-12.1731726169163,-45.1671559458294,-87.8530971755439,-28.1291770018813,2.18230910147916,3.31251760412226,5.78330128162544,-48.9199353412364,172.265871123964,0.230721093130661,10.0575169036396,-2.47020444759076,21.7902722331741,-17.1143137971345,-19.0583953711311
35.085,0.435596901748564,10.5243848768555,0.885813101179647,-22.2975303574508,-28.8382687246009,-10.3235438149496,9.06547573288136,11.3024568575792,-1.15332111905757,-18.4974310843921,-34.2800247889555,-20.5238206899445,1.40446326956843,11.4271699880207,-1.36499759577939,-12.5722225100423,-45.3723336841799,-63.5786998115899,-9.19437517299656,8.15948245886801,0.577441319592182,-15.8079110478844,-35.616934833905,156.953792015095,0.398040349451596,9.91163387847061,-1.03524541127947,-12.6825157997047,-45.3432244534398,-91.4950332645614,-28.1770310053988,0.869276360447579,3.01345878304594,6.46230296263916,-43.8137955414689,145.444189686446,0.183098971178173,10.0300808833594,-2.55487866311194,20.30419706311,-18.2659961887915,-20.8156473440697
35.09,0.42361370809623,10.7074463667129,0.996013952674122,-18.5162792318359,-28.9238871046571,-9.74254281030831,9.30576848328298,11.6044364233376,-1.25988266705991,-19.3347301990047,-34.8423704301,-17.1897306793553,1.4393880083791,11.5624017746013,-1.51293550849347,-13.182962657479,-45.2038169094191,-60.1313558865487,-9.00779696690036,7.67794666442526,0.437292679958112,-17.1155507896403,-35.9985063916685,133.74930478013,0.331073510749901,10.0347931223406,-1.09926587046963,-13.1687079069305,-45.209705528266,-95.2451655862886,-28.0541417656489,-0.212447661827563,2.72613225625666,6.92573073679694,-38.7131214845525,118.098944407412,0.133538770200699,9.991163200983,-2.63736007048552,18.6094058965282,-19.4860815492328,-23.0499526354241
35.095,0.423759503083104,10.8930074188687,1.10348573849407,-14.5465150686302,-28.8916681462652,-9.11939811849733,9.48942284378205,11.8671168175702,-1.34406177727313,-20.1863790943257,-35.2994955855398,-13.7167401926646,1.47640297315307,11.7014508372477,-1.66433073449346,-13.7990457926998,-44.6931526927275,-56.622869937545,-8.75857036279575,7.31531843374651,0.297630477480855,-18.3718824297212,-36.2883956033362,110.3458878875,0.259615498645085,10.1756762053122,-1.15511394735794,-13.6336778469385,-44.7457485958394,-99.0968579282372,-27.7615273286187,-1.04269727414617,2.46013846550232,7.19560176128925,-33.7392579612281,90.4394008863666,0.0851636318675127,9.93952154826185,-2.71491306037615,16.7410030180315,-20.764168740398,-25.8371490213672
35.1,0.436182589110803,11.0795476530541,1.2067316794211,-10.4268266074974,-28.7258125920191,-8.47584708465541,9.61496899705739,12.08829666786,-1.40557361115588,-21.049606624043,-35.6853186868186,-10.1638251193813,1.51801795023107,11.8451301447144,-1.81690100190193,-14.4199934132846,-43.8231094463836,-53.0627967790004,-8.45016287304033,7.07911947383903,0.16122092351207,-19.565919118021,-36.5286827256479,86.9405409120532,0.188252793763936,10.3338167123436,-1.2004740722714,-14.0808279556987,-43.935274574265,-103.043345592193,-27.3029131673138,-1.60730874475275,2.22117300554346,7.29536962221276,-29.0072494005823,62.6829298929668,0.0411944037090769,9.87395490519875,-2.78438200606419,14.7422479342163,-22.0884092370426,-29.2547683063181
35.105,0.460556274811172,11.2654349156268,1.30452546469789,-6.19685672240431,-28.4134014242058,-7.83356690850744,9.68175976979922,12.2665452648127,-1.44498441526099,-21.9205544196182,-36.0334463613793,-6.59089840845618,1.56669414311676,11.9940910126897,-1.96819501891564,-15.0452160544569,-42.5815199805825,-49.4571287474947,-8.08715353463369,6.97257919510349,0.0292072936578037,-20.6888551918169,-36.7606943116432,63.7300024145945,0.121778168983601,10.5084661632981,-1.23292269026545,-14.515097838702,-42.7672842954783,-107.077660221031,-26.6846512191463,-1.89852576228902,2.01081520980377,7.24999727792112,-24.622443230606,35.0532587372789,0.00474464257602478,9.7933967229491,-2.84227732125849,12.6635129688099,-23.4455359287142,-33.3809496644317
35.11,0.496078483502927,11.448958754764,1.39595449549105,-1.89636972340795,-27.9445280793701,-7.21363818217197,9.6899399475496,12.401210714501,-1.46367581906294,-22.7941671073909,-36.3758249692354,-3.05780743440706,1.62472617503893,12.1487724598926,-2.11561947699158,-15.6740285128594,-40.9614887977963,-45.8080453473552,-7.6751424112519,6.99457666808679,-0.0988395804216398,-21.7331316554271,-37.0233503013086,40.9075901964408,0.0650032339630622,10.6986520917631,-1.24998369787814,-14.942974221078,-41.2360954398726,-111.192549270739,-25.9155653982962,-1.91521180118547,1.8266517427894,7.08606811373748,-20.6774522071568,7.77842871769498,-0.0213827350307202,9.6970238588848,-2.88489679062308,10.5609335038416,-24.8209404870803,-38.2932611264478
35.115,0.541487120411095,11.6283645723985,1.48044330975475,2.43567954646779,-27.3123517354526,-6.6360326710845,9.64040160682846,12.4924096158977,-1.46377029352309,-23.6641420139125,-36.7414315917647,0.376632913268834,1.69412882468152,12.3093592749016,-2.25647669522427,-16.3056645134358,-38.9615240840774,-42.1138175731079,-7.22065847885965,7.13976577035498,-0.224725646620035,-22.6915438013073,-37.3516010728133,18.6601066705316,0.0225748168157871,10.9032441030101,-1.24920313775919,-15.3724421675616,-39.3415128318189,-115.380390950674,-25.0067310952828,-1.66285349191208,1.66271952444876,6.83183851756157,-17.2495487930533,-18.9115514757263,-0.0348842192005643,9.58437879724745,-2.90847744034717,8.49477943723377,-26.1988159448829,-44.0674251962722
