time,RForceX,RForceY_Vertical,RForceZ,RCOPX,RCOPY_Vertical,RCOPZ,LForceX,LForceY_Vertical,LForceZ,LCOPX,LCOPY_Vertical,LCOPZ
35,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.01,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.015,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.02,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.03,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.035,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.04,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.045,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.05,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.055,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.06,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.065,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.07,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.075,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.08,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.085,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.09,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.095,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.1,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.105,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.11,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.115,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.12,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.125,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.13,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.145,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.155,NaN,NaN,NaN,NaN,NaN,NaN,30.23856,63.10502,-30.2122,0.4988818,0,-1.251726
35.16,NaN,NaN,NaN,NaN,NaN,NaN,28.56086,89.38439,-39.06508,0.4846712,0,-1.246991
35.165,NaN,NaN,NaN,NaN,NaN,NaN,27.27688,115.6754,-44.2356,0.476965,0,-1.241832
35.17,NaN,NaN,NaN,NaN,NaN,NaN,26.60291,139.8532,-43.94952,0.4726235,0,-1.237253
35.175,NaN,NaN,NaN,NaN,NaN,NaN,26.6131,160.9357,-37.57394,0.4700863,0,-1.233891
35.18,NaN,NaN,NaN,NaN,NaN,NaN,27.23562,179.3522,-25.78554,0.4683915,0,-1.232219
35.185,NaN,NaN,NaN,NaN,NaN,NaN,28.30353,196.668,-10.33619,0.4668632,0,-1.232442
35.19,NaN,NaN,NaN,NaN,NaN,NaN,29.64753,214.8886,6.473089,0.4650748,0,-1.234278
35.195,NaN,NaN,NaN,NaN,NaN,NaN,31.19302,235.6447,22.41135,0.4628941,0,-1.236915
35.2,NaN,NaN,NaN,NaN,NaN,NaN,33.00519,259.5859,35.83567,0.4604564,0,-1.239288
35.205,NaN,NaN,NaN,NaN,NaN,NaN,35.24364,286.1807,45.97887,0.4580259,0,-1.240535
35.21,NaN,NaN,NaN,NaN,NaN,NaN,38.0447,313.9444,52.95832,0.4558348,0,-1.240273
35.215,NaN,NaN,NaN,NaN,NaN,NaN,41.40314,340.9553,57.54068,0.4539956,0,-1.238574
35.22,NaN,NaN,NaN,NaN,NaN,NaN,45.12952,365.445,60.77182,0.4525008,0,-1.235785
35.225,NaN,NaN,NaN,NaN,NaN,NaN,48.90904,386.2613,63.61622,0.4512689,0,-1.232337
35.23,NaN,NaN,NaN,NaN,NaN,NaN,52.42448,403.0827,66.72214,0.450196,0,-1.22863
35.235,NaN,NaN,NaN,NaN,NaN,NaN,55.47551,416.3724,70.35213,0.4491944,0,-1.224973
35.24,NaN,NaN,NaN,NaN,NaN,NaN,58.03979,427.1463,74.44569,0.4482098,0,-1.221549
35.245,NaN,NaN,NaN,NaN,NaN,NaN,60.25783,436.6674,78.75265,0.4472206,0,-1.218414
35.25,NaN,NaN,NaN,NaN,NaN,NaN,62.35822,446.1547,82.9798,0.4462271,0,-1.215524
35.255,NaN,NaN,NaN,NaN,NaN,NaN,64.55958,456.5617,86.90177,0.4452437,0,-1.212786
35.26,NaN,NaN,NaN,NaN,NaN,NaN,66.9858,468.4469,90.40769,0.4442953,0,-1.210103
35.265,NaN,NaN,NaN,NaN,NaN,NaN,69.61871,481.9411,93.48781,0.4434125,0,-1.207409
35.27,NaN,NaN,NaN,NaN,NaN,NaN,72.29809,496.8005,96.18683,0.442626,0,-1.204668
35.275,NaN,NaN,NaN,NaN,NaN,NaN,74.77006,512.5241,98.55296,0.4419584,0,-1.20186
35.28,NaN,NaN,NaN,NaN,NaN,NaN,76.77457,528.5059,100.6042,0.4414219,0,-1.198964
35.285,NaN,NaN,NaN,NaN,NaN,NaN,78.14544,544.1784,102.3205,0.4410194,0,-1.195936
35.29,NaN,NaN,NaN,NaN,NaN,NaN,78.87943,559.1151,103.6555,0.4407489,0,-1.192722
35.295,NaN,NaN,NaN,NaN,NaN,NaN,79.13504,573.0697,104.5579,0.4406029,0,-1.189272
35.3,NaN,NaN,NaN,NaN,NaN,NaN,79.158,585.9529,104.9922,0.4405653,0,-1.185565
35.305,NaN,NaN,NaN,NaN,NaN,NaN,79.17773,597.7652,104.9539,0.4406101,0,-1.181615
35.31,NaN,NaN,NaN,NaN,NaN,NaN,79.33527,608.5218,104.4731,0.440704,0,-1.177469
35.315,NaN,NaN,NaN,NaN,NaN,NaN,79.67338,618.1961,103.6053,0.4408138,0,-1.173187
35.32,NaN,NaN,NaN,NaN,NaN,NaN,80.17263,626.6944,102.4133,0.4409128,0,-1.168825
35.325,NaN,NaN,NaN,NaN,NaN,NaN,80.79443,633.8614,100.9523,0.4409837,0,-1.164425
35.33,NaN,NaN,NaN,NaN,NaN,NaN,81.50387,639.5097,99.26393,0.4410183,0,-1.160015
35.335,NaN,NaN,NaN,NaN,NaN,NaN,82.27014,643.4627,97.37595,0.4410148,0,-1.155613
35.34,NaN,NaN,NaN,NaN,NaN,NaN,83.05628,645.6001,95.30111,0.4409759,0,-1.15123
35.345,NaN,NaN,NaN,NaN,NaN,NaN,83.8108,645.8919,93.03844,0.4409084,0,-1.146869
35.35,NaN,NaN,NaN,NaN,NaN,NaN,84.46813,644.4055,90.58202,0.4408238,0,-1.142527
35.355,NaN,NaN,NaN,NaN,NaN,NaN,84.95903,641.2862,87.93338,0.4407381,0,-1.138192
35.36,NaN,NaN,NaN,NaN,NaN,NaN,85.22585,636.7229,85.11061,0.4406688,0,-1.133858
35.365,NaN,NaN,NaN,NaN,NaN,NaN,85.23414,630.9134,82.14893,0.4406322,0,-1.129525
35.37,NaN,NaN,NaN,NaN,NaN,NaN,84.97679,624.0442,79.0929,0.4406407,0,-1.125201
35.375,NaN,NaN,NaN,NaN,NaN,NaN,84.47205,616.2931,75.98743,0.4406998,0,-1.12089
35.38,NaN,NaN,NaN,NaN,NaN,NaN,83.75777,607.846,72.87092,0.4408076,0,-1.11659
35.385,NaN,NaN,NaN,NaN,NaN,NaN,82.88235,598.9121,69.76971,0.4409548,0,-1.112279
35.39,NaN,NaN,NaN,NaN,NaN,NaN,81.89435,589.7252,66.69605,0.4411276,0,-1.10792
35.395,NaN,NaN,NaN,NaN,NaN,NaN,80.83442,580.5267,63.65504,0.4413131,0,-1.103477
35.4,NaN,NaN,NaN,NaN,NaN,NaN,79.72998,571.5329,60.65672,0.4415051,0,-1.098918
35.405,NaN,NaN,NaN,NaN,NaN,NaN,78.59025,562.9016,57.72331,0.4417064,0,-1.094233
35.41,NaN,NaN,NaN,NaN,NaN,NaN,77.40233,554.7111,54.88877,0.441927,0,-1.089432
35.415,NaN,NaN,NaN,NaN,NaN,NaN,76.13588,546.9602,52.1921,0.4421794,0,-1.08454
35.42,NaN,NaN,NaN,NaN,NaN,NaN,74.76152,539.5925,49.66533,0.4424741,0,-1.079593
35.425,NaN,NaN,NaN,NaN,NaN,NaN,73.27486,532.5394,47.32051,0.442817,0,-1.074629
35.43,NaN,NaN,NaN,NaN,NaN,NaN,71.70885,525.7678,45.14406,0.4432064,0,-1.069683
35.435,NaN,NaN,NaN,NaN,NaN,NaN,70.12369,519.3129,43.10083,0.4436301,0,-1.064773
35.44,NaN,NaN,NaN,NaN,NaN,NaN,68.58314,513.2842,41.14371,0.4440641,0,-1.059901
35.445,NaN,NaN,NaN,NaN,NaN,NaN,67.13621,507.8389,39.22429,0.4444756,0,-1.055052
35.45,NaN,NaN,NaN,NaN,NaN,NaN,65.81503,503.1325,37.30332,0.4448334,0,-1.050205
35.455,NaN,NaN,NaN,NaN,NaN,NaN,64.64303,499.2685,35.36083,0.4451183,0,-1.04535
35.46,NaN,NaN,NaN,NaN,NaN,NaN,63.64142,496.2628,33.40246,0.44533,0,-1.040496
35.465,NaN,NaN,NaN,NaN,NaN,NaN,62.82755,494.0387,31.45603,0.4454849,0,-1.03566
35.47,NaN,NaN,NaN,NaN,NaN,NaN,62.20698,492.4522,29.55977,0.445606,0,-1.030861
35.475,NaN,NaN,NaN,NaN,NaN,NaN,61.76686,491.336,27.74776,0.4457108,0,-1.026104
35.48,NaN,NaN,NaN,NaN,NaN,NaN,61.47812,490.5454,26.03638,0.4458055,0,-1.021373
35.485,NaN,NaN,NaN,NaN,NaN,NaN,61.30938,489.993,24.41618,0.4458843,0,-1.016629
35.49,NaN,NaN,NaN,NaN,NaN,NaN,61.24418,489.6614,22.85472,0.4459338,0,-1.011818
35.495,NaN,NaN,NaN,NaN,NaN,NaN,61.2862,489.5882,21.30774,0.4459395,0,-1.006894
35.5,NaN,NaN,NaN,NaN,NaN,NaN,61.44499,489.8305,19.73007,0.4458932,0,-1.001831
35.505,NaN,NaN,NaN,NaN,NaN,NaN,61.7124,490.4265,18.08458,0.4457985,0,-0.9966374
35.51,NaN,NaN,NaN,NaN,NaN,NaN,62.04946,491.3689,16.35027,0.445673,0,-0.9913528
35.515,NaN,NaN,NaN,NaN,NaN,NaN,62.39469,492.6035,14.52592,0.4455465,0,-0.9860401
35.52,NaN,NaN,NaN,NaN,NaN,NaN,62.6869,494.0532,12.62731,0.4454531,0,-0.980769
35.525,NaN,NaN,NaN,NaN,NaN,NaN,62.88648,495.6555,10.68227,0.4454196,0,-0.9756002
35.53,NaN,NaN,NaN,NaN,NaN,NaN,62.9852,497.3916,8.727572,0.4454575,0,-0.9705757
35.535,NaN,NaN,NaN,NaN,NaN,NaN,63.00316,499.2943,6.805378,0.4455592,0,-0.9657152
35.54,NaN,NaN,NaN,NaN,NaN,NaN,62.97632,501.4322,4.954687,0.445702,0,-0.9610117
35.545,NaN,NaN,NaN,NaN,NaN,NaN,62.94203,503.8744,3.197262,0.4458563,0,-0.9564268
35.55,NaN,NaN,NaN,NaN,NaN,NaN,62.93041,506.6532,1.524843,0.4459966,0,-0.9518921
35.555,NaN,NaN,NaN,NaN,NaN,NaN,62.96405,509.738,-0.1042188,0.4461087,0,-0.9473219
35.56,NaN,NaN,NaN,NaN,NaN,NaN,63.06035,513.0351,-1.756626,0.4461901,0,-0.9426339
35.565,NaN,NaN,NaN,NaN,NaN,NaN,63.23031,516.4139,-3.506598,0.4462448,0,-0.9377745
35.57,NaN,NaN,NaN,NaN,NaN,NaN,63.47449,519.7507,-5.413677,0.4462764,0,-0.932735
35.575,NaN,NaN,NaN,NaN,NaN,NaN,63.78395,522.9728,-7.50576,0.4462849,0,-0.9275523
35.58,NaN,NaN,NaN,NaN,NaN,NaN,64.15044,526.0917,-9.778931,0.4462687,0,-0.9222927
35.585,NaN,NaN,NaN,NaN,NaN,NaN,64.57952,529.2162,-12.21411,0.4462281,0,-0.9170283
35.59,NaN,NaN,NaN,NaN,NaN,NaN,65.09439,532.5407,-14.79755,0.4461683,0,-0.9118114
35.595,NaN,NaN,NaN,NaN,NaN,NaN,65.72525,536.3139,-17.53198,0.4460973,0,-0.9066599
35.6,NaN,NaN,NaN,NaN,NaN,NaN,66.49037,540.7982,-20.43354,0.4460212,0,-0.9015593
35.605,NaN,NaN,NaN,NaN,NaN,NaN,67.38061,546.2314,-23.52029,0.4459387,0,-0.8964748
35.61,NaN,NaN,NaN,NaN,NaN,NaN,68.35726,552.7942,-26.80147,0.4458399,0,-0.8913671
35.615,NaN,NaN,NaN,NaN,NaN,NaN,69.36553,560.5899,-30.27115,0.4457103,0,-0.8862063
35.62,NaN,NaN,NaN,NaN,NaN,NaN,70.35572,569.6341,-33.90682,0.4455384,0,-0.8809784
35.625,NaN,NaN,NaN,NaN,NaN,NaN,71.29918,579.8494,-37.67409,0.4453215,0,-0.8756843
35.63,NaN,NaN,NaN,NaN,NaN,NaN,72.19115,591.0678,-41.53632,0.4450676,0,-0.8703343
35.635,NaN,NaN,NaN,NaN,NaN,NaN,73.04261,603.0434,-45.46317,0.4447919,0,-0.8649434
35.64,NaN,NaN,NaN,NaN,NaN,NaN,73.86848,615.4753,-49.43422,0.4445114,0,-0.8595272
35.645,NaN,NaN,NaN,NaN,NaN,NaN,74.67881,628.0371,-53.4394,0.4442402,0,-0.8540991
35.65,NaN,NaN,NaN,NaN,NaN,NaN,75.47546,640.4109,-57.47521,0.4439884,0,-0.8486709
35.655,NaN,NaN,NaN,NaN,NaN,NaN,76.25273,652.3175,-61.53438,0.4437616,0,-0.8432513
35.66,NaN,NaN,NaN,NaN,NaN,NaN,76.99954,663.5347,-65.59454,0.4435625,0,-0.8378464
35.665,NaN,NaN,NaN,NaN,NaN,NaN,77.7011,673.9,-69.61384,0.4433922,0,-0.8324605
35.67,NaN,NaN,NaN,NaN,NaN,NaN,78.33972,683.3003,-73.53637,0.4432519,0,-0.8270993
35.675,NaN,NaN,NaN,NaN,NaN,NaN,78.89528,691.6556,-77.30461,0.4431421,0,-0.8217711
35.68,NaN,NaN,NaN,NaN,NaN,NaN,79.34795,698.9029,-80.87683,0.4430628,0,-0.8164893
35.685,NaN,NaN,NaN,NaN,NaN,NaN,79.68529,704.9892,-84.24681,0.4430121,0,-0.8112728
35.69,NaN,NaN,NaN,NaN,NaN,NaN,79.91257,709.8722,-87.46056,0.4429874,0,-0.806145
35.695,NaN,NaN,NaN,NaN,NaN,NaN,80.06224,713.5263,-90.62175,0.4429863,0,-0.8011286
35.7,NaN,NaN,NaN,NaN,NaN,NaN,80.19846,715.9493,-93.87944,0.4430093,0,-0.7962388
35.705,NaN,NaN,NaN,NaN,NaN,NaN,80.41374,717.1575,-97.39786,0.4430611,0,-0.7914747
35.71,NaN,NaN,NaN,NaN,NaN,NaN,80.81295,717.168,-101.3143,0.4431508,0,-0.7868154
35.715,NaN,NaN,NaN,NaN,NaN,NaN,81.48274,715.9691,-105.6926,0.4432894,0,-0.782223
35.72,NaN,NaN,NaN,NaN,NaN,NaN,82.453,713.4883,-110.4841,0.4434859,0,-0.7776515
35.725,NaN,NaN,NaN,NaN,NaN,NaN,83.66731,709.5734,-115.5118,0.4437452,0,-0.7730568
35.73,NaN,NaN,NaN,NaN,NaN,NaN,84.97846,704.0008,-120.4921,0.4440679,0,-0.768411
35.735,NaN,NaN,NaN,NaN,NaN,NaN,86.17339,696.5152,-125.0939,0.4444523,0,-0.7637146
35.74,NaN,NaN,NaN,NaN,NaN,NaN,87.01882,686.8871,-129.0184,0.4448979,0,-0.7589995
35.745,NaN,NaN,NaN,NaN,NaN,NaN,87.31411,674.9659,-132.0755,0.4454086,0,-0.7543171
35.75,NaN,NaN,NaN,NaN,NaN,NaN,86.93576,660.7038,-134.2299,0.4459943,0,-0.749714
35.755,NaN,NaN,NaN,NaN,NaN,NaN,85.85537,644.1333,-135.6044,0.4466685,0,-0.7452044
35.76,NaN,NaN,NaN,NaN,NaN,NaN,84.11661,625.2999,-136.4371,0.4474455,0,-0.7407518
35.765,NaN,NaN,NaN,NaN,NaN,NaN,81.77573,604.173,-136.9983,0.4483338,0,-0.7362699
35.77,NaN,NaN,NaN,NaN,NaN,NaN,78.83684,580.5729,-137.4839,0.449331,0,-0.7316447
35.775,NaN,NaN,NaN,NaN,NaN,NaN,75.22438,554.1491,-137.9161,0.4504208,0,-0.7267706
35.78,NaN,NaN,NaN,NaN,NaN,NaN,70.81829,524.4253,-138.0789,0.4515798,0,-0.7215832
35.785,NaN,NaN,NaN,NaN,NaN,NaN,65.54007,490.9134,-137.5087,0.4527921,0,-0.7160753
35.79,NaN,NaN,NaN,NaN,NaN,NaN,59.44547,453.2793,-135.552,0.4540689,0,-0.7102967
35.795,NaN,NaN,NaN,NaN,NaN,NaN,52.77153,411.5259,-131.4927,0.455462,0,-0.7043504
35.8,NaN,NaN,NaN,NaN,NaN,NaN,45.91286,366.1445,-124.7268,0.4570664,0,-0.6983919
35.805,NaN,NaN,NaN,NaN,NaN,NaN,39.34563,318.1822,-114.9381,0.4590149,0,-0.6926393
35.81,NaN,NaN,NaN,NaN,NaN,NaN,33.54025,269.1976,-102.2213,0.4614709,0,-0.6873974
35.815,NaN,NaN,NaN,NaN,NaN,NaN,28.88596,221.1009,-87.1202,0.4646223,0,-0.683085
35.82,NaN,NaN,NaN,NaN,NaN,NaN,25.62138,175.9029,-70.57241,0.468666,0,-0.6802363
35.825,NaN,NaN,NaN,NaN,NaN,NaN,23.76606,135.4191,-53.76646,0.4737482,0,-0.6794197
35.83,NaN,NaN,NaN,NaN,NaN,NaN,23.08025,100.9957,-37.93438,0.4797921,0,-0.6809861
35.835,NaN,NaN,NaN,NaN,NaN,NaN,23.10093,73.3181,-24.12923,0.4861209,0,-0.6845069
35.84,NaN,NaN,NaN,NaN,NaN,NaN,23.2772,52.34661,-13.05252,0.4908851,0,-0.6877727
35.845,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.85,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.855,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.86,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.865,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.87,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.875,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.88,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.885,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.89,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.895,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.9,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.905,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.91,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.915,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.92,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.925,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.93,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.935,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.94,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.945,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.95,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.955,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.96,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.965,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.97,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.975,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.98,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.985,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.99,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
35.995,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.01,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.015,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.02,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.025,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.03,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.035,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.04,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.045,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.05,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.055,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.06,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.065,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.07,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.075,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.08,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.085,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.09,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.095,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.1,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.105,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.11,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.115,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.12,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.125,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.13,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.14,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.145,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.155,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.16,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.165,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.17,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.175,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.18,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.185,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.19,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.195,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.2,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.205,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.21,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.215,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.22,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.225,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.23,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.235,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.24,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.245,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.25,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.255,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.26,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.265,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.27,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.275,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
36.28,NaN,NaN,NaN,NaN,NaN,NaN,30.89843,66.80842,-36.73866,0.487972,0,-1.243856
36.285,NaN,NaN,NaN,NaN,NaN,NaN,29.78558,90.52503,-42.73527,0.47779,0,-1.237481
36.29,NaN,NaN,NaN,NaN,NaN,NaN,29.03397,113.653,-43.84054,0.4723355,0,-1.232369
36.295,NaN,NaN,NaN,NaN,NaN,NaN,28.74152,135.1062,-39.08248,0.4693395,0,-1.228741
36.3,NaN,NaN,NaN,NaN,NaN,NaN,28.90239,155.0304,-28.68613,0.4675152,0,-1.226845
36.305,NaN,NaN,NaN,NaN,NaN,NaN,29.44552,174.7359,-13.97534,0.4659891,0,-1.226788
36.31,NaN,NaN,NaN,NaN,NaN,NaN,30.29484,196.1674,3.022827,0.4641894,0,-1.228301
36.315,NaN,NaN,NaN,NaN,NaN,NaN,31.42111,221.1112,20.12261,0.46189,0,-1.23066
36.32,NaN,NaN,NaN,NaN,NaN,NaN,32.86419,250.4552,35.50194,0.4591963,0,-1.232919
36.325,NaN,NaN,NaN,NaN,NaN,NaN,34.71307,283.7789,48.05829,0.4563957,0,-1.234299
36.33,NaN,NaN,NaN,NaN,NaN,NaN,37.0488,319.4054,57.51297,0.4537672,0,-1.234416
36.335,NaN,NaN,NaN,NaN,NaN,NaN,39.88213,354.8616,64.26336,0.4514722,0,-1.233257
36.34,NaN,NaN,NaN,NaN,NaN,NaN,43.12629,387.5524,69.07079,0.4495453,0,-1.231017
36.345,NaN,NaN,NaN,NaN,NaN,NaN,46.6211,415.4064,72.72428,0.4479327,0,-1.227956
36.35,NaN,NaN,NaN,NaN,NaN,NaN,50.18753,437.3006,75.80947,0.4465374,0,-1.224325
36.355,NaN,NaN,NaN,NaN,NaN,NaN,53.67812,453.1754,78.64,0.4452533,0,-1.220342
36.36,NaN,NaN,NaN,NaN,NaN,NaN,57.00261,463.8751,81.31978,0.4439879,0,-1.216188
36.365,NaN,NaN,NaN,NaN,NaN,NaN,60.12929,470.8184,83.85549,0.4426739,0,-1.212004
36.37,NaN,NaN,NaN,NaN,NaN,NaN,63.07072,475.6248,86.24872,0.4412759,0,-1.207891
36.375,NaN,NaN,NaN,NaN,NaN,NaN,65.86317,479.7938,88.53688,0.4397939,0,-1.203911
36.38,NaN,NaN,NaN,NaN,NaN,NaN,68.54827,484.4929,90.78347,0.4382621,0,-1.200083
