time,RCOP_AP,RCOP_ML,LCOP_AP,LCOP_ML,RVerticalF,RShearF_AP,RShearF_ML,LVerticalF,LShearF_AP,LShearF_ML
39.145,NaN,NaN,0.224021774392079,0.0196695794704302,NaN,NaN,NaN,66.8522403533142,-41.1971589415328,28.6986957727296
39.15,NaN,NaN,0.229959706734384,0.0238240084181843,NaN,NaN,NaN,42.0566574613578,-33.2579114000409,25.2310004339592
39.155,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.16,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.165,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.17,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.175,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.18,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.185,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.19,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.195,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.2,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.205,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.21,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.215,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.22,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.225,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.23,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.235,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.24,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.245,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.25,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.255,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.26,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.265,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.27,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.275,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.28,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.285,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.29,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.295,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.3,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.305,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.31,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.315,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.32,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.325,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.33,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.335,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.34,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.345,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.35,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.355,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.36,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.365,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.37,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.375,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.38,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.385,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.39,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.395,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.4,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.405,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.41,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.415,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.42,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.425,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.43,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.435,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.44,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.445,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.45,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.455,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.46,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.465,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.47,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.475,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.48,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.485,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.49,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.495,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.5,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.505,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.51,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.515,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.52,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.525,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.53,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.535,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.54,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.545,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.55,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.555,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.56,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.565,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.57,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.575,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
39.58,NaN,NaN,-0.0116266692804909,0.0505907456513797,NaN,NaN,NaN,51.9818221518885,46.2559812239299,22.405529666265
39.585,NaN,NaN,-0.0128248519723986,0.0373941144008884,NaN,NaN,NaN,77.107943418021,61.3362452256782,20.8087811740151
39.59,NaN,NaN,-0.0129229258027863,0.0293959415750457,NaN,NaN,NaN,105.280698228225,71.9182154169307,19.2791795772407
39.595,NaN,NaN,-0.0114262025326299,0.0242272584216639,NaN,NaN,NaN,135.041090565945,75.5733592988978,18.2259519737581
39.6,NaN,NaN,-0.00815364541760255,0.0206489858768255,NaN,NaN,NaN,165.329402275545,71.418762239358,17.96289025301
39.605,NaN,NaN,-0.00310161730580072,0.0178933887006553,NaN,NaN,NaN,195.762651727118,60.3156185927764,18.6294352835559
39.61,NaN,NaN,0.0034929890699531,0.0154539829245881,NaN,NaN,NaN,226.566716617569,44.5033127999916,20.1737002267297
39.615,NaN,NaN,0.0110931826869027,0.0130478264497846,NaN,NaN,NaN,258.195108831704,26.8380579520251,22.4131842939569
39.62,NaN,NaN,0.01895648685172,0.0106086403236768,NaN,NaN,NaN,290.83065633936,9.93998152592318,25.1438516886617
39.625,NaN,NaN,0.0263372444838577,0.00823211922608502,NaN,NaN,NaN,324.019476147117,-4.45510753234285,28.2301296053172
39.63,NaN,NaN,0.0327040014275397,0.00607554089768381,NaN,NaN,NaN,356.608132376085,-15.7640983733257,31.6182706896218
39.635,NaN,NaN,0.0378257436822309,0.00426517125166087,NaN,NaN,NaN,387.001830283415,-24.4258953597374,35.2732403002901
39.64,NaN,NaN,0.041754161706657,0.00284676510428156,NaN,NaN,NaN,413.625526723062,-31.4859721306501,39.0970173963277
39.645,NaN,NaN,0.044727098170354,0.00178326647793375,NaN,NaN,NaN,435.394872949002,-38.0934680509066,42.8994657518732
39.65,NaN,NaN,0.0470705957440205,0.000981565064609113,NaN,NaN,NaN,452.02260234954,-45.1072155773961,46.4545682989237
39.655,NaN,NaN,0.0491267019418178,0.000329131896640078,NaN,NaN,NaN,464.070275163059,-52.9175014021342,49.6132706217851
39.66,NaN,NaN,0.0511871473276737,-0.000272332599179859,NaN,NaN,NaN,472.76104958364,-61.4697914782931,52.4018765461698
39.665,NaN,NaN,0.0534503871844432,-0.000889408140299086,NaN,NaN,NaN,479.651969653292,-70.4043914212076,55.039855618422
39.67,NaN,NaN,0.0559960530817196,-0.00155502714468775,NaN,NaN,NaN,486.286956878566,-79.2295990584956,57.8593037334165
39.675,NaN,NaN,0.0587940030767529,-0.00227759576172731,NaN,NaN,NaN,493.918945342218,-87.4773375414304,61.1686608873845
39.68,NaN,NaN,0.0617347762373637,-0.00304689828036309,NaN,NaN,NaN,503.344279678902,-94.8073159635994,65.1324887635814
39.685,NaN,NaN,0.0646744591765602,-0.00383515951686519,NaN,NaN,NaN,514.854945447692,-101.040713015863,69.7209597711837
39.69,NaN,NaN,0.0674724583822262,-0.00459871870109507,NaN,NaN,NaN,528.293452989058,-106.132526866237,74.7366868825134
39.695,NaN,NaN,0.0700197124227064,-0.00528602423972485,NaN,NaN,NaN,543.173275985185,-110.118443771454,79.8887826550629
39.7,NaN,NaN,0.0722574179966335,-0.00585084722461571,NaN,NaN,NaN,558.824279414152,-113.065234584156,84.87380007164
39.705,NaN,NaN,0.0741836248424472,-0.00626636997489566,NaN,NaN,NaN,574.530199860088,-115.041158352453,89.4384340635029
39.71,NaN,NaN,0.0758504511814138,-0.00653074905332685,NaN,NaN,NaN,589.630898749967,-116.104304486142,93.4176794567409
39.715,NaN,NaN,0.0773370013745325,-0.00666319202303511,NaN,NaN,NaN,603.583337682587,-116.301074846696,96.7513433479951
39.72,NaN,NaN,0.0787295627006022,-0.00669759814591264,NaN,NaN,NaN,615.987339687357,-115.672344332855,99.4802872216245
39.725,NaN,NaN,0.0800960398408483,-0.00667352208879307,NaN,NaN,NaN,626.582003365691,-114.265007824143,101.721464561726
39.73,NaN,NaN,0.0814772731072047,-0.00662983375306242,NaN,NaN,NaN,635.221267989517,-112.143234740629,103.626836499831
39.735,NaN,NaN,0.0828893260058126,-0.00659942730626611,NaN,NaN,NaN,641.842235787126,-109.394063530585,105.340292182956
39.74,NaN,NaN,0.0843237006796944,-0.00660502810824304,NaN,NaN,NaN,646.437517847411,-106.123945196477,106.967177464335
39.745,NaN,NaN,0.0857594121279663,-0.00665762677004944,NaN,NaN,NaN,649.036389156503,-102.448852734996,108.56132046768
39.75,NaN,NaN,0.0871758573392103,-0.00675831734563015,NaN,NaN,NaN,649.694883770396,-98.4819924109556,110.12547084394
39.755,NaN,NaN,0.088556671173081,-0.00690066257367422,NaN,NaN,NaN,648.491959216286,-94.3263641349715,111.620278128343
39.76,NaN,NaN,0.0898984296409329,-0.00707633602818458,NaN,NaN,NaN,645.528455600004,-90.0734923393969,112.98023087583
39.765,NaN,NaN,0.091211625803683,-0.00727729461377757,NaN,NaN,NaN,640.92399527059,-85.8055581882403,114.134189144746
39.77,NaN,NaN,0.0925146888223167,-0.00749778774827298,NaN,NaN,NaN,634.815425852515,-81.5967411049128,115.024067217014
39.775,NaN,NaN,0.0938311992487844,-0.0077339793817478,NaN,NaN,NaN,627.356936462045,-77.5128208371749,115.614136858588
39.78,NaN,NaN,0.0951771479791284,-0.00798285741159416,NaN,NaN,NaN,618.723156962933,-73.6080043698845,115.890750482279
39.785,NaN,NaN,0.0965592228083934,-0.0082411655904937,NaN,NaN,NaN,609.114373277545,-69.9203181757156,115.859772914457
39.79,NaN,NaN,0.0979850566916549,-0.00850525788438328,NaN,NaN,NaN,598.758235672096,-66.4689745859161,115.54703374261
39.795,NaN,NaN,0.0994635860261714,-0.00876860963094567,NaN,NaN,NaN,587.90520355548,-63.2548359197359,114.997715385116
39.8,NaN,NaN,0.10101416416525,-0.00902325070364873,NaN,NaN,NaN,576.817825545804,-60.2647139724655,114.267669924359
39.805,NaN,NaN,0.102650697430265,-0.00925969620521966,NaN,NaN,NaN,565.752188011873,-57.4779710082171,113.407453501677
39.81,NaN,NaN,0.104372613215325,-0.00946943278587198,NaN,NaN,NaN,554.936794756149,-54.8733042880774,112.449897285889
39.815,NaN,NaN,0.106160852436983,-0.00964662158126056,NaN,NaN,NaN,544.551256406934,-52.4354635752769,111.410618621005
39.82,NaN,NaN,0.107979930591616,-0.00978816059317955,NaN,NaN,NaN,534.710688000697,-50.159576828262,110.299979640381
39.825,NaN,NaN,0.10978008938943,-0.00989145076412762,NaN,NaN,NaN,525.461759848186,-48.0481011733935,109.135613811753
39.83,NaN,NaN,0.111513336708641,-0.00995374840504415,NaN,NaN,NaN,516.797202144503,-46.1009357173481,107.947258992413
39.835,NaN,NaN,0.113140319491324,-0.00997356808796773,NaN,NaN,NaN,508.685211280696,-44.3083548936254,106.772945057625
39.84,NaN,NaN,0.114646102828778,-0.00995355845686097,NaN,NaN,NaN,501.100537287143,-42.6512402374745,105.651106667174
39.845,NaN,NaN,0.116045031260987,-0.00990132228074225,NaN,NaN,NaN,494.047245065907,-41.1044116533959,104.614142611147
39.85,NaN,NaN,0.117375641266592,-0.00982886520849668,NaN,NaN,NaN,487.563502558826,-39.6399996819459,103.6869558899
39.855,NaN,NaN,0.118680702278618,-0.00974925140112415,NaN,NaN,NaN,481.704594205157,-38.2307349706966,102.889084296138
39.86,NaN,NaN,0.119992304394449,-0.00967248871031401,NaN,NaN,NaN,476.513928785702,-36.8516494454668,102.235808600357
39.865,NaN,NaN,0.121315659503431,-0.00960680590489577,NaN,NaN,NaN,471.998507747947,-35.480258005327,101.734986986848
39.87,NaN,NaN,0.12263088592754,-0.009561120200273,NaN,NaN,NaN,468.118406049118,-34.09777116937,101.382662947358
39.875,NaN,NaN,0.123911873680933,-0.00954685316123238,NaN,NaN,NaN,464.794189724254,-32.6914688392645,101.164809930017
39.88,NaN,NaN,0.125146326505705,-0.00957670628376606,NaN,NaN,NaN,461.927235366993,-31.2554045767621,101.06667874844
39.885,NaN,NaN,0.126348959416189,-0.00966029049503231,NaN,NaN,NaN,459.425921967207,-29.7888737266825,101.083530260587
39.89,NaN,NaN,0.127552675966224,-0.00979953782607507,NaN,NaN,NaN,457.230910444092,-28.2949296124038,101.225065078023
39.895,NaN,NaN,0.128789631935181,-0.00998649637443089,NaN,NaN,NaN,455.335198618512,-26.7812750606365,101.511422792003
39.9,NaN,NaN,0.130072065930374,-0.0102069295377548,NaN,NaN,NaN,453.79313069479,-25.2612470370321,101.963782542212
39.905,NaN,NaN,0.131386046388917,-0.01044480813904,NaN,NaN,NaN,452.715720230642,-23.7508243729135,102.594028690214
39.91,NaN,NaN,0.132696239153899,-0.0106881125827195,NaN,NaN,NaN,452.254748755318,-22.2629075937862,103.397263823476
39.915,NaN,NaN,0.133970842397639,-0.0109323325918697,NaN,NaN,NaN,452.575641034252,-20.8049058719691,104.349798891049
39.92,NaN,NaN,0.135191707513099,-0.0111797174835615,NaN,NaN,NaN,453.824544528239,-19.381629511071,105.41464520377
39.925,NaN,NaN,0.136372653092973,-0.0114335885036806,NaN,NaN,NaN,456.097299470831,-17.9989403594408,106.552904900855
39.93,NaN,NaN,0.137545761602587,-0.011691447071426,NaN,NaN,NaN,459.41596554518,-16.6652828458076,107.735145630038
39.935,NaN,NaN,0.138753574970725,-0.0119395053822015,NaN,NaN,NaN,463.717055166076,-15.3903516454214,108.947254559714
39.94,NaN,NaN,0.1400170369833,-0.012152720492615,NaN,NaN,NaN,468.858123408511,-14.1802978038779,110.189260790242
39.945,NaN,NaN,0.141335764183911,-0.0123027206267547,NaN,NaN,NaN,474.643854485588,-13.0328624255077,111.468978909935
39.95,NaN,NaN,0.142690262234723,-0.0123684786189482,NaN,NaN,NaN,480.862760193692,-11.9362794378234,112.793793795164
39.955,NaN,NaN,0.144052107216604,-0.0123437293201604,NaN,NaN,NaN,487.322504747869,-10.8723246433876,114.165186266858
39.96,NaN,NaN,0.145394036685304,-0.0122388397755153,NaN,NaN,NaN,493.875815825478,-9.82034548028666,115.579680648884
39.965,NaN,NaN,0.146692387244955,-0.0120779152054086,NaN,NaN,NaN,500.430082482313,-8.75686515589137,117.033563947084
39.97,NaN,NaN,0.147926122062579,-0.0118922203526298,NaN,NaN,NaN,506.938191944525,-7.64877763945806,118.525862710474
39.975,NaN,NaN,0.14908044500807,-0.0117128540533843,NaN,NaN,NaN,513.380305076658,-6.44707649710956,120.058448393456
39.98,NaN,NaN,0.150156229498472,-0.0115651680974931,NaN,NaN,NaN,519.748175782608,-5.09194504839737,121.636824295364
39.985,NaN,NaN,0.151176214432209,-0.0114636580610194,NaN,NaN,NaN,526.038826803829,-3.5286779255076,123.274071479114
39.99,NaN,NaN,0.15218549135161,-0.0114102672955347,NaN,NaN,NaN,532.26340201962,-1.72246253668302,124.995656261757
39.995,NaN,NaN,0.153238835434195,-0.0113950591304644,NaN,NaN,NaN,538.466821577349,0.335391210243504,126.839043715207
40,NaN,NaN,0.154381063874872,-0.0114004785787656,NaN,NaN,NaN,544.746779804747,2.62836753920222,128.843892812893
40.005,NaN,NaN,0.155630305747092,-0.0114066820039413,NaN,NaN,NaN,551.259488032108,5.1183710750256,131.036096544159
40.01,NaN,NaN,0.15697491316427,-0.0113967498232415,NaN,NaN,NaN,558.207119300714,7.7487393176575,133.414299062867
40.015,NaN,NaN,0.158379641078443,-0.0113605065228232,NaN,NaN,NaN,565.806098723143,10.4473657128348,135.946149022791
40.02,NaN,NaN,0.159799622610275,-0.0112952532196116,NaN,NaN,NaN,574.243373946087,13.1339211619392,138.575776595075
40.025,NaN,NaN,0.161194866378353,-0.011205898876166,NaN,NaN,NaN,583.631334402595,15.7331607285711,141.239391930387
40.03,NaN,NaN,0.162542415297508,-0.0111022317515037,NaN,NaN,NaN,593.973055851698,18.1892825525065,143.882727520136
40.035,NaN,NaN,0.163842984539907,-0.0109963726282978,NaN,NaN,NaN,605.146184573844,20.4733171037971,146.473684813461
40.04,NaN,NaN,0.165122070030016,-0.0109006486948443,NaN,NaN,NaN,616.913215549955,22.5781593446114,149.006394115067
40.045,NaN,NaN,0.166420712780065,-0.0108269887756812,NaN,NaN,NaN,628.950902717861,24.5040838049144,151.49743684777
40.05,NaN,NaN,0.167781663616018,-0.0107850350329633,NaN,NaN,NaN,640.893131821971,26.2462936539987,153.976923834429
40.055,NaN,NaN,0.169236488835044,-0.0107818697328074,NaN,NaN,NaN,652.373165942775,27.7912418597793,156.474997429227
40.06,NaN,NaN,0.170798636102373,-0.0108221991917108,NaN,NaN,NaN,663.05938688509,29.1160237305136,159.003835901891
40.065,NaN,NaN,0.172462971550149,-0.0109078428682057,NaN,NaN,NaN,672.677925711429,30.182167306735,161.538525287578
40.07,NaN,NaN,0.174209077022205,-0.0110372413036699,NaN,NaN,NaN,681.026992833071,30.925329979469,164.006537797184
40.075,NaN,NaN,0.176011293539502,-0.011207013517292,NaN,NaN,NaN,687.987681482084,31.2497435306912,166.294511429138
40.08,NaN,NaN,0.177846661086369,-0.0114116238304008,NaN,NaN,NaN,693.528622582699,31.0346609579853,168.271573009442
40.085,NaN,NaN,0.179701930520642,-0.0116426723338378,NaN,NaN,NaN,697.700531625604,30.1528836212903,169.819865568822
40.09,NaN,NaN,0.181577549150568,-0.011887445917186,NaN,NaN,NaN,700.620688359323,28.4942668760276,170.862402732133
40.095,NaN,NaN,0.183485027888811,-0.0121288006001602,NaN,NaN,NaN,702.446866978702,25.9885143309006,171.381403717308
40.1,NaN,NaN,0.185439413264556,-0.0123452626720617,NaN,NaN,NaN,703.345352857798,22.624991095438,171.424729988782
40.105,NaN,NaN,0.187448695329177,-0.0125152662512835,NaN,NaN,NaN,703.457893862906,18.4627827231695,171.099036980724
40.11,NaN,NaN,0.18950517144772,-0.0126199233830512,NaN,NaN,NaN,702.869736056185,13.6202142724021,170.550230958466
40.115,NaN,NaN,0.19158206562721,-0.0126457236498674,NaN,NaN,NaN,701.576013680052,8.24106244207827,169.933408138986
40.12,NaN,NaN,0.19364046321845,-0.0125849123536744,NaN,NaN,NaN,699.455123415437,2.44402558875429,169.377446657853
40.125,NaN,NaN,0.195640691442201,-0.0124344744167172,NaN,NaN,NaN,696.256551786043,-3.72934881947393,168.94975168313
40.13,NaN,NaN,0.197556259027597,-0.0121952000024022,NaN,NaN,NaN,691.612470863985,-10.3475862851902,168.629353211371
40.135,NaN,NaN,0.199382267705567,-0.0118693885558379,NaN,NaN,NaN,685.079596204985,-17.5824723449266,168.297769697843
40.14,NaN,NaN,0.201137665722712,-0.0114591153092407,NaN,NaN,NaN,676.20502705666,-25.65517040775,167.753478249844
40.145,NaN,NaN,0.202861868591069,-0.0109658996010334,NaN,NaN,NaN,664.603379610639,-34.7463493005531,166.749751343914
40.15,NaN,NaN,0.204604774817082,-0.0103914906188002,NaN,NaN,NaN,650.019894255199,-44.9008479557026,165.046546358965
40.155,NaN,NaN,0.206414381158209,-0.00973849242151203,NaN,NaN,NaN,632.357336449461,-55.9590181079396,162.460006801007
40.16,NaN,NaN,0.208319251270326,-0.00900952141134503,NaN,NaN,NaN,611.650641147044,-67.5368712659596,158.888230336421
40.165,NaN,NaN,0.210311755881278,-0.00820436857487283,NaN,NaN,NaN,588.001031412277,-79.0572040892946,154.2990529811
40.17,NaN,NaN,0.212338002485175,-0.00731754656591455,NaN,NaN,NaN,561.497709793205,-89.8232045939607,148.684152769901
40.175,NaN,NaN,0.214305319021098,-0.00633937529442741,NaN,NaN,NaN,532.159279396737,-99.1209185893493,142.008101678038
40.18,NaN,NaN,0.216102043238672,-0.00525932280023877,NaN,NaN,NaN,499.918316218943,-106.324739265351,134.192949481133
40.185,NaN,NaN,0.217622912565571,-0.00406905514366107,NaN,NaN,NaN,464.659106730763,-110.978413845627,125.162980770316
40.19,NaN,NaN,0.21879045084592,-0.00276248251356437,NaN,NaN,NaN,426.301978858501,-112.836183747329,114.935309889486
40.195,NaN,NaN,0.219565814577321,-0.00132993866562325,NaN,NaN,NaN,384.91768930877,-111.857645146295,103.706081173554
40.2,NaN,NaN,0.219948485937006,0.000247531350269115,NaN,NaN,NaN,340.852238991097,-108.173974339215,91.8794880078647
40.205,NaN,NaN,0.219972983848534,0.00200365857104734,NaN,NaN,NaN,294.826335928547,-102.051141772488,80.0159542613881
40.21,NaN,NaN,0.219712556439915,0.00399353562044058,NaN,NaN,NaN,247.96756933401,-93.8712753244314,68.7187295891434
40.215,NaN,NaN,0.219299490535117,0.00630628184164128,NaN,NaN,NaN,201.747987009765,-84.127913226649,58.506138155641
40.22,NaN,NaN,0.218967239438794,0.00909174885540465,NaN,NaN,NaN,157.830397726542,-73.4113309807584,49.7137590927419
40.225,NaN,NaN,0.219118506083798,0.0126044423456116,NaN,NaN,NaN,117.85452884775,-62.3632753430714,42.4468174752666
40.23,NaN,NaN,0.220431934849662,0.0172628973123262,NaN,NaN,NaN,83.2049603813417,-51.6021811227702,36.5851852660032
40.235,NaN,NaN,0.224006962960787,0.023714518920615,NaN,NaN,NaN,54.8072040472862,-41.6424184174501,31.8393797378222
40.24,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.245,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.25,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.255,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.26,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.265,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.27,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.275,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.28,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.285,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.29,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.295,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.3,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.305,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.31,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.315,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.32,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.325,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.33,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.335,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.34,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.345,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.35,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.355,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.36,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.365,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.37,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.375,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.38,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.385,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.39,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.395,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.4,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.405,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.41,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.415,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.42,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.425,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.43,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.435,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.44,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.445,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.45,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.455,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.46,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.465,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.47,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.475,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.48,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.485,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.49,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.495,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.5,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.505,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.51,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.515,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.52,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.525,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.53,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.535,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.54,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.545,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.55,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.555,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.56,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.565,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.57,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
40.575,NaN,NaN,0,0,NaN,NaN,NaN,0,0,0
